mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
18	18	3/4	3/4	4/4	2	1	V7			f	v	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	1	3	0.25	0.08333333333333333	0.5833333333333334	0.12499999999999999
19	19	0	0	4/4	2	1	i			f	v	V	i	i							m	1	1	0, -3, 1		0	0	2	6	0.25	0.16666666666666666	1.1666666666666667	0.12499999999999999
19	19	1/2	1/2	4/4	2	1	V7			f	v	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	1	3	0.25	0.08333333333333333	0.5833333333333334	0.12499999999999999
19	19	3/4	3/4	4/4	2	1	i			f	v	V	i	i							m	1	1	0, -3, 1		0	0	1	3	0.25	0.08333333333333333	0.5833333333333334	0.12499999999999999
20	20	0	0	4/4	2	1	V]|HC}			f	v	V	V	V					HC	}	M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	0.75	0.0
20	20	7/16	7/16	4/4	2	1	#viio2{			f	v		#viio2	#vii	o	2				{	o7	1	1	-4, 5, 2, -1		5	-4	1	34	0.02857142857142857	0.0	10.5625	0.0
22	22	3/4	3/4	4/4	2	1	V65			f	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5	3	5	0.375	0.09375	0.40625	0.1875
23	23	0	0	4/4	2	1	i			f	v		i	i							m	1	1	0, -3, 1		0	0	9	9	0.5	0.53125	0.71875	0.425
24	24	0	0	4/4	2	1	viio7/V			f	v		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6	1	5	0.16666666666666666	0.08333333333333333	0.8333333333333334	0.0909090909090909
24	24	1/2	1/2	4/4	2	1	V			f	v		V	V							M	1	1	1, 5, 2		1	1	2	2	0.5	0.16666666666666666	0.3333333333333333	0.3333333333333333
24	24	3/4	3/4	4/4	2	1	#viio7			f	v		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
25	25	0	0	4/4	2	1	i			f	v		i	i							m	1	1	0, -3, 1		0	0	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
25	25	1/4	1/4	4/4	2	1	iv			f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
25	25	1/2	1/2	4/4	2	1	V(64)			f	v		V(64)	V			64				M	1	1	1, 0, -3		1	1	0	2	0.0	0.0	0.5	0.0
25	25	3/4	3/4	4/4	2	1	V			f	v		V	V							M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
26	26	0	0	4/4	2	1	i|PAC}{			f	v		i	i					PAC	}{	m	1	1	0, -3, 1		0	0	1	12	0.07692307692307693	0.0625	1.6875	0.03571428571428571
27	27	1/2	1/2	4/4	2	1	VI			f	v		VI	VI							M	1	1	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.75	0.0
28	28	0	0	4/4	2	1	iio6			f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	0	4	0.0	0.0	0.9375	0.0
28	28	1/2	1/2	4/4	2	1	V			f	v		V	V							M	1	1	1, 5, 2		1	1	3	5	0.375	0.25	0.75	0.25
29	29	0	0	4/4	2	1	i			f	v		i	i							m	1	1	0, -3, 1		0	0	1	13	0.07142857142857142	0.0625	1.9375	0.03125
30	30	1/2	1/2	4/4	2	1	VI			f	v		VI	VI							M	1	1	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.75	0.0
31	31	0	0	4/4	2	1	V65/V			f	v		V65/V	V		65		V			Mm7	1	1	6, 3, 0, 2		2	6	1	8	0.1111111111111111	0.0	3.25	0.0
32	32	0	0	4/4	2	1	#viio64		V2	f	v		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1	1	4	0.2	0.0625	0.75	0.07692307692307693
32	32	1/2	1/2	4/4	2	1	i6			f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3	0	3	0.0	0.0	0.5	0.0
32	32	3/4	3/4	4/4	2	1	#viio6			f	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2	0	3	0.0	0.0	0.5	0.0
33	33	0	0	4/4	2	1	i			f	v		i	i							m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	0.5	0.0
33	33	1/4	1/4	4/4	2	1	iio6			f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	0	4	0.0	0.0	0.5	0.0
33	33	1/2	1/2	4/4	2	1	V(^4)			f	v		V(^4)	V			^4				M	1	1	1, 5, 0		1	1	0	2	0.0	0.0	0.5	0.0
33	33	3/4	3/4	4/4	2	1	V			f	v		V	V							M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
34	34	0	0	4/4	2	1	i|PAC}	1		f	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0	2	2	0.5	0.125	0.5	0.2
34	34	1/2	1/2	4/4	2	1	V/iv	1		f	v		V/iv	V				iv			M	1	1	0, 4, 1		0	0	6	6	0.5	0.5	0.5	0.5
35	34	0	0	4/4	2	1	i|PAC}	2		f	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0	2	2	0.5	0.125	0.5	0.2
35	34	1/2	1/2	4/4	2	1	V/VI	2		f	v		V/VI	V				VI			M	1	1	-3, 1, -2		-3	-3	6	6	0.5	0.5	0.5	0.5
36	35	0	0	4/4	2	1	III.I{			f	III		I	I						{	M	1	0	-4, 0, -3		-4	-4	0	11	0.0	0.0	1.8125	0.0
37	36	0	0	4/4	2	1	V6			f	III		V6	V		6					M	1	0	1, -2, -3		-3	1	0	4	0.0	0.0	1.0	0.0
37	36	1/2	1/2	4/4	2	1	V			f	III		V	V							M	1	0	-3, 1, -2		-3	-3	2	3	0.4	0.25	0.5625	0.3076923076923077
38	37	0	0	4/4	2	1	I			f	III		I	I							M	1	0	-4, 0, -3		-4	-4	0	12	0.0	0.0	2.0	0.0
39	38	0	0	4/4	2	1	V6			f	III		V6	V		6					M	1	0	1, -2, -3		-3	1	0	4	0.0	0.0	1.0	0.0
39	38	1/2	1/2	4/4	2	1	V			f	III		V	V							M	1	0	-3, 1, -2		-3	-3	3	5	0.375	0.1875	0.6875	0.21428571428571427
40	39	0	0	4/4	2	1	I			f	III		I	I							M	1	0	-4, 0, -3		-4	-4	0	10	0.0	0.0	1.8125	0.0
41	40	0	0	4/4	2	1	iio64/ii			f	III		iio64/ii	ii	o	64		ii			o	1	0	-6, 0, -3		0	-6	0	9	0.0	0.0	1.5625	0.0
42	41	0	0	4/4	2	1	V7/ii			f	III		V7/ii	V		7		ii			Mm7	1	0	-1, 3, 0, -3		-1	-1	4	11	0.26666666666666666	0.3333333333333333	1.4166666666666667	0.19047619047619047
43	42	0	0	4/4	2	1	ii			f	III		ii	ii							m	1	0	-2, -5, -1		-2	-2	0	10	0.0	0.0	1.8125	0.0
44	43	0	0	4/4	2	1	iio64/iii			f	III		iio64/iii	ii	o	64		iii			o	1	0	-4, 2, -1		2	-4	0	9	0.0	0.0	1.5625	0.0
45	44	0	0	4/4	2	1	V7/iii			f	III		V7/iii	V		7		iii			Mm7	1	0	1, 5, 2, -1		1	1	4	11	0.26666666666666666	0.3333333333333333	1.4166666666666667	0.19047619047619047
46	45	0	0	4/4	2	1	iii}{			f	III		iii	iii						}{	m	1	0	0, -3, 1		0	0	2	9	0.18181818181818182	0.16666666666666666	1.0833333333333333	0.13333333333333333
46	45	3/4	3/4	4/4	2	1	iii2			f	III		iii2	iii		2					mm7	1	0	-2, 0, -3, 1		0	-2	0	4	0.0	0.0	0.5	0.0
47	46	0	0	4/4	2	1	V65/ii			f	III		V65/ii	V		65		ii			Mm7	1	0	3, 0, -3, -1		-1	3	2	14	0.125	0.16666666666666666	1.8333333333333333	0.08333333333333333
48	47	0	0	4/4	2	1	ii			f	III		ii	ii							m	1	0	-2, -5, -1		-2	-2	2	9	0.18181818181818182	0.16666666666666666	1.0833333333333333	0.13333333333333333
48	47	3/4	3/4	4/4	2	1	ii2			f	III		ii2	ii		2					mm7	1	0	-4, -2, -5, -1		-2	-4	0	4	0.0	0.0	0.5	0.0
49	48	0	0	4/4	2	1	V65			f	III		V65	V		65					Mm7	1	0	1, -2, -5, -3		-3	1	2	14	0.125	0.16666666666666666	1.8333333333333333	0.08333333333333333
50	49	0	0	4/4	2	1	i			f	III		i	i							m	1	0	-4, -7, -3		-4	-4	0	11	0.0	0.0	1.25	0.0
50	49	3/4	3/4	4/4	2	1	V43/i			f	III		V43/i	V		43		i			Mm7	1	0	-2, -5, -3, 1		-3	-2	0	4	0.0	0.0	0.5	0.0
51	50	0	0	4/4	2	1	i6			f	III		i6	i		6					m	1	0	-7, -3, -4		-4	-7	0	8	0.0	0.0	1.0	0.0
51	50	1/2	1/2	4/4	2	1	V65/i			f	III		V65/i	V		65		i			Mm7	1	0	1, -2, -5, -3		-3	1	0	8	0.0	0.0	1.0	0.0
52	51	0	0	4/4	2	1	i			f	III		i	i							m	1	0	-4, -7, -3		-4	-4	0	11	0.0	0.0	1.25	0.0
52	51	3/4	3/4	4/4	2	1	V43/i			f	III		V43/i	V		43		i			Mm7	1	0	-2, -5, -3, 1		-3	-2	0	4	0.0	0.0	0.5	0.0
53	52	0	0	4/4	2	1	i6			f	III		i6	i		6					m	1	0	-7, -3, -4		-4	-7	0	8	0.0	0.0	1.0	0.0
53	52	1/2	1/2	4/4	2	1	V65/i			f	III		V65/i	V		65		i			Mm7	1	0	1, -2, -5, -3		-3	1	0	8	0.0	0.0	1.0	0.0
54	53	0	0	4/4	2	1	i			f	III		i	i							m	1	0	-4, -7, -3		-4	-4	0	4	0.0	0.0	0.5	0.0
54	53	1/4	1/4	4/4	2	1	bVI6			f	III		bVI6	bVI		6					M	1	0	-4, -7, -8		-8	-4	0	12	0.0	0.0	2.0	0.0
54	53	3/4	3/4	4/4	2	1	V43/bVI			f	III		V43/bVI	V		43		bVI			Mm7	1	0	-6, -9, -7, -3		-7	-6	0	6	0.0	0.0	1.0	0.0
55	54	0	0	4/4	2	1	bVI			f	III		bVI	bVI							M	1	0	-8, -4, -7		-8	-8	0	7	0.0	0.0	1.25	0.0
55	54	1/4	1/4	4/4	2	1	bVI6			f	III		bVI6	bVI		6					M	1	0	-4, -7, -8		-8	-4	0	10	0.0	0.0	1.0	0.0
55	54	3/4	3/4	4/4	2	1	V43/bVI			f	III		V43/bVI	V		43		bVI			Mm7	1	0	-6, -9, -7, -3		-7	-6	0	5	0.0	0.0	0.5	0.0
56	55	0	0	4/4	2	1	bVI}{			f	III		bVI	bVI						}{	M	1	0	-8, -4, -7		-8	-8	0	31	0.0	0.0	3.25	0.0
58	57	1/2	1/2	4/4	2	1	bVI2			f	III		bVI2	bVI		2					Mm7	1	0	-10, -8, -4, -7		-8	-10	0	6	0.0	0.0	0.6666666666666666	0.0
59	58	0	0	4/4	2	1	vio2			f	III		vio2	vi	o	2					o7	1	0	-10, -1, -4, -7		-1	-10	0	14	0.0	0.0	1.5	0.0
60	59	0	0	4/4	2	1	i.iv6			f	i		iv6	iv		6					m	1	1	-5, -1, -2		-2	-5	0	16	0.0	0.0	2.0	0.0
61	60	0	0	4/4	2	1	i64			f	i		i64	i		64					m	1	1	0, -1, -4		-1	0	0	14	0.0	0.0	1.5	0.0
62	61	0	0	4/4	2	1	viio7/V			f	i		viio7/V	vii	o	7		V			o7	1	1	5, 2, -1, -4		5	5	0	16	0.0	0.0	2.0	0.0
63	62	0	0	4/4	2	1	V7			f	i		V7	V		7					Mm7	1	1	0, 4, 1, -2		0	0	2	10	0.16666666666666666	0.16666666666666666	0.8333333333333334	0.16666666666666666
64	63	0	0	4/4	2	1	V(64)			f	i		V(64)	V			64				M	1	1	0, -1, -4		0	0	0	14	0.0	0.0	1.5	0.0
65	64	0	0	4/4	2	1	#viio7			f	i		#viio7	#vii	o	7					o7	1	1	4, 1, -2, -5		4	4	0	12	0.0	0.0	1.0	0.0
66	65	0	0	4/4	2	1	i}{			f	i		i	i						}{	m	1	1	-1, -4, 0		-1	-1	0	12	0.0	0.0	2.0	0.0
67	66	0	0	4/4	2	1	V6			f	i		V6	V		6					M	1	1	4, 1, 0		0	4	0	4	0.0	0.0	1.0	0.0
67	66	1/2	1/2	4/4	2	1	V			f	i		V	V							M	1	1	0, 4, 1		0	0	2	3	0.4	0.25	0.5625	0.3076923076923077
68	67	0	0	4/4	2	1	i			f	i		i	i							m	1	1	-1, -4, 0		-1	-1	0	12	0.0	0.0	2.0	0.0
69	68	0	0	4/4	2	1	V6			f	i		V6	V		6					M	1	1	4, 1, 0		0	4	2	4	0.3333333333333333	0.16666666666666666	0.8333333333333334	0.16666666666666666
69	68	1/2	1/2	4/4	2	1	V			f	i		V	V							M	1	1	0, 4, 1		0	0	3	5	0.375	0.1875	0.6875	0.21428571428571427
70	69	0	0	4/4	2	1	i			f	i		i	i							m	1	1	-1, -4, 0		-1	-1	1	11	0.08333333333333333	0.1875	1.8125	0.09375
71	70	0	0	4/4	2	1	V6/III			f	i		V6/III	V		6		III			M	1	1	1, -2, -3		-3	1	2	5	0.2857142857142857	0.125	2.375	0.05
72	71	0	0	4/4	2	1	III(^9)			f	i		III(^9)	III			^9				M	1	1	-4, 0, -3	-2	-4	-4	0	2	0.0	0.0	0.75	0.0
72	71	1/4	1/4	4/4	2	1	III		i6	f	i		III	III							M	1	1	-4, 0, -3		-4	-4	1	1	0.5	0.0625	0.1875	0.25
72	71	1/2	1/2	4/4	2	1	iv		iio6	f	i		iv	iv							m	1	1	-2, -5, -1		-2	-2	3	4	0.42857142857142855	0.25	0.75	0.25
73	72	0	0	4/4	2	1	V[V(4)}{			f	i	V	V(4)	V			4			}{	M	1	1	0, -1, 1		0	0	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
73	72	1/4	1/4	4/4	2	1	V			f	i	V	V	V							M	1	1	0, 4, 1		0	0	2	5	0.2857142857142857	0.16666666666666666	0.75	0.18181818181818182
73	72	3/4	3/4	4/4	2	1	V7			f	i	V	V7	V		7					Mm7	1	1	0, 4, 1, -2		0	0	1	3	0.25	0.08333333333333333	0.5833333333333334	0.12499999999999999
74	73	0	0	4/4	2	1	i			f	i	V	i	i							m	1	1	-1, -4, 0		-1	-1	2	6	0.25	0.16666666666666666	1.1666666666666667	0.12499999999999999
74	73	1/2	1/2	4/4	2	1	V7			f	i	V	V7	V		7					Mm7	1	1	0, 4, 1, -2		0	0	1	3	0.25	0.08333333333333333	0.5833333333333334	0.12499999999999999
74	73	3/4	3/4	4/4	2	1	i			f	i	V	i	i							m	1	1	-1, -4, 0		-1	-1	1	3	0.25	0.08333333333333333	0.5833333333333334	0.12499999999999999
75	74	0	0	4/4	2	1	V(64)			f	i	V	V(64)	V			64				M	1	1	0, -1, -4		0	0	1	3	0.25	0.08333333333333333	0.5833333333333334	0.12499999999999999
75	74	1/4	1/4	4/4	2	1	V			f	i	V	V	V							M	1	1	0, 4, 1		0	0	2	6	0.25	0.16666666666666666	0.8333333333333334	0.16666666666666666
75	74	3/4	3/4	4/4	2	1	V7			f	i	V	V7	V		7					Mm7	1	1	0, 4, 1, -2		0	0	1	3	0.25	0.08333333333333333	0.5833333333333334	0.12499999999999999
76	75	0	0	4/4	2	1	i			f	i	V	i	i							m	1	1	-1, -4, 0		-1	-1	2	6	0.25	0.16666666666666666	1.1666666666666667	0.12499999999999999
76	75	1/2	1/2	4/4	2	1	V7			f	i	V	V7	V		7					Mm7	1	1	0, 4, 1, -2		0	0	1	3	0.25	0.08333333333333333	0.5833333333333334	0.12499999999999999
76	75	3/4	3/4	4/4	2	1	i			f	i	V	i	i							m	1	1	-1, -4, 0		-1	-1	1	3	0.25	0.08333333333333333	0.5833333333333334	0.12499999999999999
77	76	0	0	4/4	2	1	V]|HC			f	i	V	V	V					HC		M	1	1	0, 4, 1		0	0	0	3	0.0	0.0	0.75	0.0
77	76	7/16	7/16	4/4	2	1	#viio2{			f	i		#viio2	#vii	o	2				{	o7	1	1	-5, 4, 1, -2		4	-5	1	34	0.02857142857142857	0.0	10.5625	0.0
79	78	3/4	3/4	4/4	2	1	V65			f	i		V65	V		65					Mm7	1	1	4, 1, -2, 0		0	4	3	5	0.375	0.09375	0.40625	0.1875
80	79	0	0	4/4	2	1	i			f	i		i	i							m	1	1	-1, -4, 0		-1	-1	9	9	0.5	0.53125	0.71875	0.425
81	80	0	0	4/4	2	1	viio7/V			f	i		viio7/V	vii	o	7		V			o7	1	1	5, 2, -1, -4		5	5	1	5	0.16666666666666666	0.08333333333333333	0.8333333333333334	0.0909090909090909
81	80	1/2	1/2	4/4	2	1	V			f	i		V	V							M	1	1	0, 4, 1		0	0	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
81	80	3/4	3/4	4/4	2	1	#viio7			f	i		#viio7	#vii	o	7					o7	1	1	4, 1, -2, -5		4	4	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
82	81	0	0	4/4	2	1	i			f	i		i	i							m	1	1	-1, -4, 0		-1	-1	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
82	81	1/4	1/4	4/4	2	1	iv			f	i		iv	iv							m	1	1	-2, -5, -1		-2	-2	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
82	81	1/2	1/2	4/4	2	1	V(64)			f	i		V(64)	V			64				M	1	1	0, -1, -4		0	0	0	2	0.0	0.0	0.5	0.0
82	81	3/4	3/4	4/4	2	1	V			f	i		V	V							M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.5	0.0
83	82	0	0	4/4	2	1	i|PAC}{			f	i		i	i					PAC	}{	m	1	1	-1, -4, 0		-1	-1	1	12	0.07692307692307693	0.0625	1.6875	0.03571428571428571
84	83	1/2	1/2	4/4	2	1	VI			f	i		VI	VI							M	1	1	-5, -1, -4		-5	-5	0	3	0.0	0.0	0.75	0.0
85	84	0	0	4/4	2	1	iio6			f	i		iio6	ii	o	6					o	1	1	-2, -5, 1		1	-2	0	4	0.0	0.0	0.9375	0.0
85	84	1/2	1/2	4/4	2	1	V			f	i		V	V							M	1	1	0, 4, 1		0	0	3	5	0.375	0.25	0.75	0.25
86	85	0	0	4/4	2	1	i			f	i		i	i							m	1	1	-1, -4, 0		-1	-1	1	12	0.07692307692307693	0.0625	1.6875	0.03571428571428571
87	86	1/2	1/2	4/4	2	1	VI			f	i		VI	VI							M	1	1	-5, -1, -4		-5	-5	0	3	0.0	0.0	0.75	0.0
88	87	0	0	4/4	2	1	V65/V			f	i		V65/V	V		65		V			Mm7	1	1	5, 2, -1, 1		1	5	1	8	0.1111111111111111	0.0	3.25	0.0
89	88	0	0	4/4	2	1	#viio64		V2	f	i		#viio64	#vii	o	64					o	1	1	-2, 4, 1		4	-2	1	4	0.2	0.0625	0.75	0.07692307692307693
89	88	1/2	1/2	4/4	2	1	i6			f	i		i6	i		6					m	1	1	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.5	0.0
89	88	3/4	3/4	4/4	2	1	#viio6			f	i		#viio6	#vii	o	6					o	1	1	1, -2, 4		4	1	0	3	0.0	0.0	0.5	0.0
90	89	0	0	4/4	2	1	i			f	i		i	i							m	1	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	0.5	0.0
90	89	1/4	1/4	4/4	2	1	iio6			f	i		iio6	ii	o	6					o	1	1	-2, -5, 1		1	-2	0	4	0.0	0.0	0.5	0.0
90	89	1/2	1/2	4/4	2	1	V(^4)			f	i		V(^4)	V			^4				M	1	1	0, 4, -1		0	0	0	2	0.0	0.0	0.5	0.0
90	89	3/4	3/4	4/4	2	1	V			f	i		V	V							M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.5	0.0
91	90	0	0	4/4	2	1	i|PAC}	1		f	i		i	i					PAC	}	m	1	1	-1, -4, 0		-1	-1	0	6	0.0	0.0	0.8333333333333334	0.0
91	90	1/2	1/2	4/4	2	1	V/III	1		f	i		V/III	V				III			M	1	1	-3, 1, -2		-3	-3	6	6	0.5	0.5	0.5	0.5
92	90	0	0	4/4	2	1	i|PAC}	2		f	i		i	i					PAC	}	m	1	1	-1, -4, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
