mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
6	6	22	22	2.0	1/2	1/2	4/4	2	1		iii6		A	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
7	7	24	24	2.0	0	0	4/4	2	1		IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
7	7	26	26	2.0	1/2	1/2	4/4	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	8	28	28	1.0	0	0	4/4	2	1		viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
8	8	29	29	1.0	1/4	1/4	4/4	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
8	8	30	30	0.5	1/2	1/2	4/4	2	1		V(64)}		A	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
8	8	61/2	61/2	1.5	5/8	5/8	4/4	2	1		V|HC		A	I		V		V					HC		M	0	0	1, 5, 2		1	1
9	9	32	32	2.0	0	0	4/4	2	1		I{		A	I		I		I						{	M	0	0	0, 4, 1		0	0
9	9	34	34	2.0	1/2	1/2	4/4	2	1		V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
10	10	36	36	2.0	0	0	4/4	2	1		vi		A	I		vi		vi							m	0	0	3, 0, 4		3	3
10	10	38	38	2.0	1/2	1/2	4/4	2	1		iii6		A	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
11	11	40	40	2.0	0	0	4/4	2	1		IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
11	11	42	42	2.0	1/2	1/2	4/4	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
12	12	44	44	0.5	0	0	4/4	2	1		ii		A	I		ii		ii							m	0	0	2, -1, 3		2	2
12	12	89/2	89/2	0.5	1/8	1/8	4/4	2	1		viio		A	I		viio		vii	o						o	0	0	5, 2, -1		5	5
12	12	45	45	1.0	1/4	1/4	4/4	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
12	12	46	46	0.5	1/2	1/2	4/4	2	1		V(64)}		A	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
12	12	93/2	93/2	1.5	5/8	5/8	4/4	2	1		V|HC		A	I		V		V					HC		M	0	0	1, 5, 2		1	1
13	13	48	48	4.0	0	0	4/4	2	1		V.I{		A	V		I		I						{	M	0	0	0, 4, 1		0	0
14	14	52	52	2.0	0	0	4/4	2	1		V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	54	54	2.0	1/2	1/2	4/4	2	1		I		A	V		I		I							M	0	0	0, 4, 1		0	0
15	15	56	56	4.0	0	0	4/4	2	1		ii		A	V		ii		ii							m	0	0	2, -1, 3		2	2
16	16	60	60	2.0	0	0	4/4	2	1		V7/ii		A	V		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
16	16	62	62	2.0	1/2	1/2	4/4	2	1		ii		A	V		ii		ii							m	0	0	2, -1, 3		2	2
17	17	64	64	18.0	0	0	4/4	2	1		V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	82	82	2.0	1/2	1/2	4/4	2	1		I64	V(64)	A	V		I64		I		64					M	0	0	1, 0, 4		0	1
22	22	84	84	2.0	0	0	4/4	2	1		V		A	V		V		V							M	0	0	1, 5, 2		1	1
22	22	86	86	2.0	1/2	1/2	4/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
23	23	88	88	2.0	0	0	4/4	2	1		ii6		A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
23	23	90	90	2.0	1/2	1/2	4/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
24	24	92	92	2.0	0	0	4/4	2	1		viio6		A	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
24	24	94	94	2.0	1/2	1/2	4/4	2	1		vi6		A	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
25	25	96	96	2.0	0	0	4/4	2	1		V6		A	V		V6		V		6					M	0	0	5, 2, 1		1	5
25	25	98	98	2.0	1/2	1/2	4/4	2	1		IV6		A	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
26	26	100	100	3.0	0	0	4/4	2	1		V		A	V		V		V							M	0	0	1, 5, 2		1	1
26	26	102	102	0.0	1/2	1/2	4/4	2	1		|HC}		A	V									HC	}		0	0				
26	26	103	103	1.0	3/4	3/4	4/4	2	1		V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	27	104	104	3.0	0	0	4/4	2	1		I[I{		A	V	I	I		I						{	M	0	0	0, 4, 1		0	0
27	27	107	107	1.0	3/4	3/4	4/4	2	1		viio64		A	V	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
28	28	108	108	2.0	0	0	4/4	2	1		I		A	V	I	I		I							M	0	0	0, 4, 1		0	0
28	28	110	110	1.0	1/2	1/2	4/4	2	1		viio		A	V	I	viio		vii	o						o	0	0	5, 2, -1		5	5
28	28	111	111	4.0	3/4	3/4	4/4	2	1		I		A	V	I	I		I							M	0	0	0, 4, 1		0	0
29	29	115	115	1.0	3/4	3/4	4/4	2	1		ii		A	V	I	ii		ii							m	0	0	2, -1, 3		2	2
30	30	116	116	2.0	0	0	4/4	2	1		I}		A	V	I	I		I						}	M	0	0	0, 4, 1		0	0
30	30	118	118	1.0	1/2	1/2	4/4	2	1		IV		A	V	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
30	30	119	119	1.0	3/4	3/4	4/4	2	1		I]		A	V	I	I		I							M	0	0	0, 4, 1		0	0
31	31	120	120	2.0	0	0	4/4	2	1		V65/V{		A	V		V65/V		V		65		V		{	Mm7	0	0	6, 3, 0, 2		2	6
31	31	122	122	2.0	1/2	1/2	4/4	2	1		V2		A	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
32	32	124	124	2.0	0	0	4/4	2	1		#viio65/ii		A	V		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
32	32	126	126	2.0	1/2	1/2	4/4	2	1		IV7		A	V		IV7		IV		7					Mm7	0	0	-1, 3, 0, -3		-1	-1
33	33	128	128	1.0	0	0	4/4	2	1		viio65		A	V		viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
33	33	129	129	1.0	1/4	1/4	4/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
33	33	130	130	1.0	1/2	1/2	4/4	2	1		viio6(+6)	V43	A	V		viio6(+6)		vii	o	6	+6				o	0	0	2, -1, 5	1	5	2
33	33	131	131	1.0	3/4	3/4	4/4	2	1		vi6(+7)		A	V		vi6(+7)		vi		6	+7				m	0	0	0, 4, 3	1	3	0
34	34	132	132	1.0	0	0	4/4	2	1		V6		A	V		V6		V		6					M	0	0	5, 2, 1		1	5
34	34	133	133	1.0	1/4	1/4	4/4	2	1		vi7		A	V		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
34	34	134	134	1.0	1/2	1/2	4/4	2	1		V		A	V		V		V							M	0	0	1, 5, 2		1	1
34	34	135	135	1.0	3/4	3/4	4/4	2	1		IV(+9)		A	V		IV(+9)		IV			+9				M	0	0	-1, 3, 0	1	-1	-1
35	35	136	136	1.0	0	0	4/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
35	35	137	137	1.0	1/4	1/4	4/4	2	1		I		A	V		I		I							M	0	0	0, 4, 1		0	0
35	35	138	138	1.0	1/2	1/2	4/4	2	1		V6		A	V		V6		V		6					M	0	0	5, 2, 1		1	5
35	35	139	139	1.0	3/4	3/4	4/4	2	1		vi7		A	V		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
36	36	140	140	1.0	0	0	4/4	2	1		V		A	V		V		V							M	0	0	1, 5, 2		1	1
36	36	141	141	1.0	1/4	1/4	4/4	2	1		IV(+9)		A	V		IV(+9)		IV			+9				M	0	0	-1, 3, 0	1	-1	-1
36	36	142	142	1.0	1/2	1/2	4/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
36	36	143	143	1.0	3/4	3/4	4/4	2	1		V43	ii(+4)	A	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	37	144	144	1.0	0	0	4/4	2	1		I		A	V		I		I							M	0	0	0, 4, 1		0	0
37	37	145	145	1.0	1/4	1/4	4/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
37	37	146	146	1.0	1/2	1/2	4/4	2	1		ii6		A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	37	147	147	1.0	3/4	3/4	4/4	2	1		V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	38	148	148	0.5	0	0	4/4	2	1		vi		A	V		vi		vi							m	0	0	3, 0, 4		3	3
38	38	297/2	297/2	0.5	1/8	1/8	4/4	2	1		IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
38	38	149	149	1.0	1/4	1/4	4/4	2	1		V		A	V		V		V							M	0	0	1, 5, 2		1	1
38	38	150	150	4.0	1/2	1/2	4/4	2	1		I[I|PAC}		A	V	I	I		I					PAC	}	M	0	0	0, 4, 1		0	0
39	39	152	152	0.0	0	0	4/4	2	1		{		A	V	I									{		0	0				
39	39	154	154	2.0	1/2	1/2	4/4	2	1		viio		A	V	I	viio		vii	o						o	0	0	5, 2, -1		5	5
40	40	156	156	2.0	0	0	4/4	2	1		I		A	V	I	I		I							M	0	0	0, 4, 1		0	0
40	40	158	158	2.0	1/2	1/2	4/4	2	1		viio		A	V	I	viio		vii	o						o	0	0	5, 2, -1		5	5
41	41	160	160	1.0	0	0	4/4	2	1		I]		A	V	I	I		I							M	0	0	0, 4, 1		0	0
41	41	161	161	1.0	1/4	1/4	4/4	2	1		viio6		A	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
41	41	162	162	2.0	1/2	1/2	4/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
42	42		164		0	0	4/4	2	1	1	IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
42	42		165		1/4	1/4	4/4	2	1	1	V		A	V		V		V							M	0	0	1, 5, 2		1	1
42	42		166		1/2	1/2	4/4	2	1	1	I|PAC}		A	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
43	42	164	168	1.0	0	0	4/4	2	1	2	IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
43	42	165	169	1.0	1/4	1/4	4/4	2	1	2	V		A	V		V		V							M	0	0	1, 5, 2		1	1
43	42	166	170	6.0	1/2	1/2	4/4	2	1	2	I[I|PAC}		A	V	I	I		I					PAC	}	M	0	0	0, 4, 1		0	0
44	43	168	172	0.0	0	0	4/4	2	1		{		A	V	I									{		0	0				
45	44	172	176	1.0	0	0	4/4	2	1		ii6		A	V	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
45	44	173	177	1.0	1/4	1/4	4/4	2	1		viio6		A	V	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
45	44	174	178	1.0	1/2	1/2	4/4	2	1		I		A	V	I	I		I							M	0	0	0, 4, 1		0	0
45	44	175	179	1.0	3/4	3/4	4/4	2	1		viio		A	V	I	viio		vii	o						o	0	0	5, 2, -1		5	5
46	45	176	180	4.0	0	0	4/4	2	1		I		A	V	I	I		I							M	0	0	0, 4, 1		0	0
47	46	180	184	1.0	0	0	4/4	2	1		IV6		A	V	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
47	46	181	185	1.0	1/4	1/4	4/4	2	1		ii6		A	V	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
47	46	182	186	1.0	1/2	1/2	4/4	2	1		IV	ii6	A	V	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
47	46	183	187	1.0	3/4	3/4	4/4	2	1		viio6		A	V	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
48	47	184	188	2.0	0	0	4/4	2	1		I]}{		A	V	I	I		I						}{	M	0	0	0, 4, 1		0	0
48	47	186	190	2.0	1/2	1/2	4/4	2	1		V6		A	V		V6		V		6					M	0	0	5, 2, 1		1	5
49	48	188	192	2.0	0	0	4/4	2	1		ii		A	V		ii		ii							m	0	0	2, -1, 3		2	2
49	48	190	194	2.0	1/2	1/2	4/4	2	1		vi6		A	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
50	49	192	196	2.0	0	0	4/4	2	1		iii		A	V		iii		iii							m	0	0	4, 1, 5		4	4
50	49	194	198	1.5	1/2	1/2	4/4	2	1		vii6		A	V		vii6		vii		6					m	0	0	2, 6, 5		5	2
50	49	391/2	399/2	0.5	7/8	7/8	4/4	2	1		iii6/V		A	V		iii6/V		iii		6		V			m	0	0	2, 6, 5		5	2
51	50	196	200	1.0	0	0	4/4	2	1		IVM65/V		A	V		IVM65/V		IV	M	65		V			MM7	0	0	4, 1, 5, 0		0	4
51	50	197	201	1.0	1/4	1/4	4/4	2	1		viio/V		A	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
51	50	198	202	1.0	1/2	1/2	4/4	2	1		I(9)/V		A	V		I(9)/V		I			9	V			M	0	0	1, 5, 2	3	1	1
51	50	199	203	0.5	3/4	3/4	4/4	2	1		I/V		A	V		I/V		I				V			M	0	0	1, 5, 2		1	1
51	50	399/2	407/2	0.5	7/8	7/8	4/4	2	1		III6/iii		A	V		III6/iii		III		6		iii			M	0	0	5, 2, 1		1	5
52	51	200	204	1.0	0	0	4/4	2	1		IV7/iii		A	V		IV7/iii		IV		7		iii			Mm7	0	0	3, 7, 4, 1		3	3
52	51	201	205	1.0	1/4	1/4	4/4	2	1		#viio/iii		A	V		#viio/iii		#vii	o			iii			o	0	0	9, 6, 3		9	9
52	51	202	206	1.0	1/2	1/2	4/4	2	1		i(9)/iii		A	V		i(9)/iii		i			9	iii			m	0	0	4, 1, 5	6	4	4
52	51	203	207	0.5	3/4	3/4	4/4	2	1		i/iii		A	V		i/iii		i				iii			m	0	0	4, 1, 5		4	4
52	51	407/2	415/2	0.5	7/8	7/8	4/4	2	1		iii6		A	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
53	52	204	208	1.0	0	0	4/4	2	1		vii%65/V		A	V		vii%65/V		vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3
53	52	205	209	1.0	1/4	1/4	4/4	2	1		viio		A	V		viio		vii	o						o	0	0	5, 2, -1		5	5
53	52	206	210	1.0	1/2	1/2	4/4	2	1		I(9)		A	V		I(9)		I			9				M	0	0	0, 4, 1	2	0	0
53	52	207	211	1.0	3/4	3/4	4/4	2	1		vi		A	V		vi		vi							m	0	0	3, 0, 4		3	3
54	53	208	212	1.0	0	0	4/4	2	1		iio64/vi		A	V		iio64/vi		ii	o	64		vi			o	0	0	-1, 5, 2		5	-1
54	53	209	213	1.0	1/4	1/4	4/4	2	1		viio7/V/vi		A	V		viio7/V/vi		vii	o	7		V/vi			o7	0	0	9, 6, 3, 0		9	9
54	53	210	214	4.0	1/2	1/2	4/4	2	1		iii.V7}{		A	iii		V7		V		7				}{	Mm7	0	1	1, 5, 2, -1		1	1
55	54	214	218	2.0	1/2	1/2	4/4	2	1		i64	V(64)	A	iii		i64		i		64					m	0	1	1, 0, -3		0	1
56	55	216	220	2.0	0	0	4/4	2	1		V7		A	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
56	55	218	222	2.0	1/2	1/2	4/4	2	1		i64	V(64)	A	iii		i64		i		64					m	0	1	1, 0, -3		0	1
57	56	220	224	2.0	0	0	4/4	2	1		Ger6		A	iii		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
57	56	222	226	2.0	1/2	1/2	4/4	2	1		V(64)		A	iii		V(64)		V			64				M	0	1	1, 0, -3		1	1
58	57	224	228	2.0	0	0	4/4	2	1		Ger6		A	iii		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
58	57	226	230	2.0	1/2	1/2	4/4	2	1		V(64)		A	iii		V(64)		V			64				M	0	1	1, 0, -3		1	1
59	58	228	232	4.0	0	0	4/4	2	1		Ger6		A	iii		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
60	59	232	236	4.0	0	0	4/4	2	1		V7		A	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
61	60	236	240	1.0	0	0	4/4	2	1		i6}{		A	iii		i6		i		6				}{	m	0	1	-3, 1, 0		0	-3
61	60	237	241	1.0	1/4	1/4	4/4	2	1		VII6		A	iii		VII6		VII		6					M	0	1	2, -1, -2		-2	2
61	60	238	242	1.0	1/2	1/2	4/4	2	1		VI6		A	iii		VI6		VI		6					M	0	1	0, -3, -4		-4	0
61	60	239	243	1.0	3/4	3/4	4/4	2	1		V6		A	iii		V6		V		6					M	0	1	5, 2, 1		1	5
62	61	240	244	1.0	0	0	4/4	2	1		VI6		A	iii		VI6		VI		6					M	0	1	0, -3, -4		-4	0
62	61	241	245	1.0	1/4	1/4	4/4	2	1		v6		A	iii		v6		v		6					m	0	1	-2, 2, 1		1	-2
62	61	242	246	1.0	1/2	1/2	4/4	2	1		iv6		A	iii		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
62	61	243	247	1.0	3/4	3/4	4/4	2	1		#viio65/iv		A	iii		#viio65/iv		#vii	o	65		iv			o7	0	1	1, -2, -5, 4		4	1
63	62	244	248	1.0	0	0	4/4	2	1		iv6		A	iii		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
63	62	245	249	1.0	1/4	1/4	4/4	2	1		III6		A	iii		III6		III		6					M	0	1	1, -2, -3		-3	1
63	62	246	250	1.0	1/2	1/2	4/4	2	1		iio6		A	iii		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
63	62	247	251	1.0	3/4	3/4	4/4	2	1		i6		A	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
64	63	248	252	1.0	0	0	4/4	2	1		#viio6		A	iii		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
64	63	249	253	1.0	1/4	1/4	4/4	2	1		VI6		A	iii		VI6		VI		6					M	0	1	0, -3, -4		-4	0
64	63	250	254	1.0	1/2	1/2	4/4	2	1		V6		A	iii		V6		V		6					M	0	1	5, 2, 1		1	5
64	63	251	255	1.0	3/4	3/4	4/4	2	1		V7		A	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
65	64	252	256	3.0	0	0	4/4	2	1		i[i|IAC}{		A	iii	i	i		i					IAC	}{	m	0	1	0, -3, 1		0	0
65	64	255	259	1.0	3/4	3/4	4/4	2	1		#viio64		A	iii	i	#viio64		#vii	o	64					o	0	1	-1, 5, 2		5	-1
66	65	256	260	2.0	0	0	4/4	2	1		i		A	iii	i	i		i							m	0	1	0, -3, 1		0	0
66	65	258	262	1.0	1/2	1/2	4/4	2	1		#viio		A	iii	i	#viio		#vii	o						o	0	1	5, 2, -1		5	5
66	65	259	263	4.0	3/4	3/4	4/4	2	1		i		A	iii	i	i		i							m	0	1	0, -3, 1		0	0
67	66	263	267	1.0	3/4	3/4	4/4	2	1		iio		A	iii	i	iio		ii	o						o	0	1	2, -1, -4		2	2
68	67	264	268	2.0	0	0	4/4	2	1		i}		A	iii	i	i		i						}	m	0	1	0, -3, 1		0	0
68	67	266	270	1.0	1/2	1/2	4/4	2	1		iv		A	iii	i	iv		iv							m	0	1	-1, -4, 0		-1	-1
68	67	267	271	5.0	3/4	3/4	4/4	2	1		i]		A	iii	i	i		i							m	0	1	0, -3, 1		0	0
70	69	272	276	2.0	0	0	4/4	2	1		V.V65{		A	V		V65		V		65				{	Mm7	0	0	5, 2, -1, 1		1	5
70	69	274	278	2.0	1/2	1/2	4/4	2	1		I		A	V		I		I							M	0	0	0, 4, 1		0	0
71	70	276	280	1.0	0	0	4/4	2	1		V6		A	V		V6		V		6					M	0	0	5, 2, 1		1	5
71	70	277	281	1.0	1/4	1/4	4/4	2	1		vi7		A	V		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
71	70	278	282	1.0	1/2	1/2	4/4	2	1		V		A	V		V		V							M	0	0	1, 5, 2		1	1
71	70	279	283	1.0	3/4	3/4	4/4	2	1		IV(+9)		A	V		IV(+9)		IV			+9				M	0	0	-1, 3, 0	1	-1	-1
72	71	280	284	1.0	0	0	4/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
72	71	281	285	1.0	1/4	1/4	4/4	2	1		I		A	V		I		I							M	0	0	0, 4, 1		0	0
72	71	282	286	1.0	1/2	1/2	4/4	2	1		V6		A	V		V6		V		6					M	0	0	5, 2, 1		1	5
72	71	283	287	1.0	3/4	3/4	4/4	2	1		vi7		A	V		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
73	72	284	288	1.0	0	0	4/4	2	1		V		A	V		V		V							M	0	0	1, 5, 2		1	1
73	72	285	289	1.0	1/4	1/4	4/4	2	1		IV(+9)		A	V		IV(+9)		IV			+9				M	0	0	-1, 3, 0	1	-1	-1
73	72	286	290	1.0	1/2	1/2	4/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
73	72	287	291	1.0	3/4	3/4	4/4	2	1		V43	ii(+4)	A	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
74	73	288	292	3.0	0	0	4/4	2	1		I[I}{		A	V	I	I		I						}{	M	0	0	0, 4, 1		0	0
74	73	291	295	1.0	3/4	3/4	4/4	2	1		viio64		A	V	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
75	74	292	296	2.0	0	0	4/4	2	1		I		A	V	I	I		I							M	0	0	0, 4, 1		0	0
75	74	294	298	1.0	1/2	1/2	4/4	2	1		viio		A	V	I	viio		vii	o						o	0	0	5, 2, -1		5	5
75	74	295	299	4.0	3/4	3/4	4/4	2	1		I		A	V	I	I		I							M	0	0	0, 4, 1		0	0
76	75	299	303	1.0	3/4	3/4	4/4	2	1		ii		A	V	I	ii		ii							m	0	0	2, -1, 3		2	2
77	76	300	304	2.0	0	0	4/4	2	1		I}		A	V	I	I		I						}	M	0	0	0, 4, 1		0	0
77	76	302	306	1.0	1/2	1/2	4/4	2	1		IV		A	V	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
77	76	303	307	5.0	3/4	3/4	4/4	2	1		I]		A	V	I	I		I							M	0	0	0, 4, 1		0	0
79	78	308	312	2.0	0	0	4/4	2	1		I.V65{		A	I		V65		V		65				{	Mm7	0	0	5, 2, -1, 1		1	5
79	78	310	314	2.0	1/2	1/2	4/4	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
80	79	312	316	1.0	0	0	4/4	2	1		V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
80	79	313	317	1.0	1/4	1/4	4/4	2	1		vi7		A	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
80	79	314	318	1.0	1/2	1/2	4/4	2	1		V		A	I		V		V							M	0	0	1, 5, 2		1	1
80	79	315	319	1.0	3/4	3/4	4/4	2	1		IV(+9)		A	I		IV(+9)		IV			+9				M	0	0	-1, 3, 0	1	-1	-1
81	80	316	320	1.0	0	0	4/4	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
81	80	317	321	1.0	1/4	1/4	4/4	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
81	80	318	322	1.0	1/2	1/2	4/4	2	1		V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
81	80	319	323	1.0	3/4	3/4	4/4	2	1		vi7		A	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
82	81	320	324	1.0	0	0	4/4	2	1		V		A	I		V		V							M	0	0	1, 5, 2		1	1
82	81	321	325	1.0	1/4	1/4	4/4	2	1		IV(+9)		A	I		IV(+9)		IV			+9				M	0	0	-1, 3, 0	1	-1	-1
82	81	322	326	1.0	1/2	1/2	4/4	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
82	81	323	327	1.0	3/4	3/4	4/4	2	1		V43	ii(+4)	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
83	82	324	328	4.0	0	0	4/4	2	1		I[I}{		A	I	I	I		I						}{	M	0	0	0, 4, 1		0	0
84	83	328	332	1.0	0	0	4/4	2	1		ii6		A	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
84	83	329	333	1.0	1/4	1/4	4/4	2	1		viio6		A	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
84	83	330	334	1.0	1/2	1/2	4/4	2	1		I6		A	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
84	83	331	335	1.0	3/4	3/4	4/4	2	1		viio		A	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
85	84	332	336	4.0	0	0	4/4	2	1		I		A	I	I	I		I							M	0	0	0, 4, 1		0	0
86	85	336	340	1.0	0	0	4/4	2	1		IV6		A	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
86	85	337	341	1.0	1/4	1/4	4/4	2	1		ii6		A	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
86	85	338	342	1.0	1/2	1/2	4/4	2	1		IV	ii6	A	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
86	85	339	343	1.0	3/4	3/4	4/4	2	1		viio6		A	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
87	86	340	344	2.0	0	0	4/4	2	1		I]}{		A	I	I	I		I						}{	M	0	0	0, 4, 1		0	0
87	86	342	346	2.0	1/2	1/2	4/4	2	1		V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
