mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
10	9	13	13	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	56								
10	9	51/4	51/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	57								10
10	9	13	13	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	58								10
10	9	53/4	53/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	59								10
10	9	27/2	27/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	60								10
10	9	55/4	55/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	61								
11	10	14	14	0.0	0	0	Dynamic	3/8	1	1	0					pp							
11	10	14	14	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	62		ornamentTurn						11
11	10	29/2	29/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	63								
11	10	15	15	0.375	1/4	1/4	Chord	3/8	1	1	3/32		1/16	3/2	64								
11	10	123/8	123/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	65								
12	11	31/2	31/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	66								12
12	11	63/4	63/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	67		ornamentTurn						
12	11	16	16	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	68								
12	11	31/2	31/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	69								
13	12	17	17	0.0	0	0	Dynamic	3/8	1	1	0					f							
13	12	17	17	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	70								13
13	12	35/2	35/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	71		ornamentMordent						13
13	12	18	18	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	72								
14	13	37/2	37/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	73								
14	13	37/2	37/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	74								14
14	13	19	19	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	75		ornamentMordent						14
14	13	39/2	39/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	76								
15	14	20	20	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	77								15
15	14	21	21	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	78								15
15	14	85/4	85/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	79								
15	14	20	20	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	80								16
15	14	21	21	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	81								16
15	14	85/4	85/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	82								
15	14	20	20	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	83								
15	14	41/2	41/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	84		ornamentMordent						
15	14	21	21	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	85								
16	15	43/2	43/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	86								17
16	15	45/2	45/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	87		ornamentTurn						
16	15	43/2	43/2	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	88								
16	15	45/2	45/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	89								
16	15	43/2	43/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	90								
16	15	22	22	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	91								
17	16	23	23	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	92								
17	16	24	24	0.0	1/4	1/4	Dynamic	3/8	1	1	0					p							
17	16	24	24	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	93								
17	16	47/2	47/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	94								18
17	16	24	24	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	95								18
18	17	49/2	49/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	96								
18	17	25	25	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	97								
18	17	49/2	49/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	98								18
18	17	25	25	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	99								18
18	17	51/2	51/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	100								
19	18	26	26	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	101								
19	18	53/2	53/2	0.125	1/8	1/8	Chord	3/8	1	1	1/32		1/32	1	102								19
19	18	213/8	213/8	0.375	5/32	5/32	Chord	3/8	1	1	3/32		1/16	3/2	103								19
19	18	27	27	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	104								19
19	18	217/8	217/8	0.375	9/32	9/32	Chord	3/8	1	1	3/32		1/16	3/2	105								
19	18	26	26	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	106								
19	18	26	26	1.5	0	0	Chord	3/8	2	3	3/8		1/4	3/2	107								
20	19	55/2	55/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	108								20
20	19	28	28	0.375	1/8	1/8	Chord	3/8	1	1	3/32		1/16	3/2	109		ornamentTurn						
20	19	227/8	227/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32		1/32	1	110								
20	19	57/2	57/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	111								
20	19	28	28	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	112								21
20	19	57/2	57/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	113								21
21	20	29	29	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	114		ornamentTurn						
21	20	59/2	59/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	115								22
21	20	30	30	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	116								22
21	20	121/4	121/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	117								
21	20	29	29	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	118								
21	20	30	30	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	119								
22	21	61/2	61/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	120								23
22	21	31	31	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	121		ornamentTurn						23
22	21	63/2	63/2	0.375	1/4	1/4	Chord	3/8	1	1	3/32		1/16	3/2	122								
22	21	255/8	255/8	0.041666666666666664	11/32	11/32	Chord	3/8	1	1	1/96		1/64	2/3	123								
22	21	383/12	383/12	0.041666666666666664	17/48	17/48	Chord	3/8	1	1	1/96		1/64	2/3	124								
22	21	767/24	767/24	0.041666666666666664	35/96	35/96	Chord	3/8	1	1	1/96		1/64	2/3	125								
22	21	61/2	61/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	126								24
22	21	31	31	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	127								24
22	21	63/2	63/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	128								25
23	22	32	32	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	129								
23	22	65/2	65/2	0.0	1/8	1/8	Chord	3/8	1	1	0	grace16	1/16	1	130								
23	22	65/2	65/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	131								
23	22	131/4	131/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	132								
23	22	33	33	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	133								
23	22	133/4	133/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	134								
23	22	32	32	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	135								25
23	22	32	32	0.5	0	0	Chord	3/8	2	3	1/8		1/8	1	136								
23	22	65/2	65/2	0.5	1/8	1/8	Chord	3/8	2	3	1/8		1/8	1	137								
23	22	33	33	0.5	1/4	1/4	Chord	3/8	2	3	1/8		1/8	1	138		ornamentShortTrill						
24	23	67/2	67/2	0.0	0	0	Dynamic	3/8	1	1	0					f							
24	23	67/2	67/2	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	139								
24	23	67/2	67/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	140								
24	23	67/2	67/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	141								
24	23	34	34	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	142								26
24	23	69/2	69/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	143								26
24	23	67/2	67/2	0.5	0	0	Chord	3/8	2	3	1/8		1/8	1	144								
25	24	35	35	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	145								27
25	24	71/2	71/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	146								27
25	24	36	36	0.375	1/4	1/4	Chord	3/8	1	1	3/32		1/16	3/2	147								27
25	24	291/8	291/8	0.0625	11/32	11/32	Chord	3/8	1	1	1/64		1/64	1	148								27
25	24	583/16	583/16	0.0625	23/64	23/64	Chord	3/8	1	1	1/64		1/64	1	149								27
25	24	35	35	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	150								
25	24	71/2	71/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	151								
25	24	36	36	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	152								
25	24	35	35	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	153								26
25	24	71/2	71/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	154								26
25	24	36	36	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	155								
26	25	73/2	73/2	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	156								27
26	25	73/2	73/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	157		ornamentTurn						27
26	25	37	37	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	158								
26	25	73/2	73/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	159								
26	25	37	37	1.0	1/8	1/8	Chord	3/8	1	2	1/4		1/4	1	160								
26	25	73/2	73/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	161								
26	25	37	37	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	162								
27	26	38	38	0.0	0	0	Dynamic	3/8	1	1	0					p							
27	26	38	38	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	163		ornamentMordent						
27	26	77/2	77/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	164								
27	26	39	39	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	165								
27	26	77/2	77/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	166								
27	26	39	39	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	167								
28	27	79/2	79/2	0.375	0	0	Chord	3/8	1	1	3/32		1/16	3/2	168								28
28	27	319/8	319/8	0.0625	3/32	3/32	Chord	3/8	1	1	1/64		1/64	1	169								28
28	27	639/16	639/16	0.0625	7/64	7/64	Chord	3/8	1	1	1/64		1/64	1	170								
28	27	40	40	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	171								
28	27	81/2	81/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0					f							
28	27	81/2	81/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	172								
28	27	79/2	79/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	173								
28	27	40	40	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	174								
28	27	81/2	81/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	175								
29	28	41	41	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	176								
29	28	83/2	83/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	177								29
29	28	42	42	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	178		ornamentTurn						
29	28	83/2	83/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	179								30
29	28	42	42	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	180								
29	28	83/2	83/2	0.0	1/8	1/8	Dynamic	3/8	2	1	0					p							
29	28	41	41	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	181								
30	29	85/2	85/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	182								31
30	29	43	43	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	183								
30	29	87/2	87/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0					f							
30	29	87/2	87/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	184								
30	29	85/2	85/2	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	185								
30	29	87/2	87/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	186								
31	30	44	44	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	187								
31	30	89/2	89/2	0.0	1/8	1/8	Dynamic	3/8	1	1	0					p							
31	30	89/2	89/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	188								32
31	30	45	45	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	189		ornamentTurn						
31	30	89/2	89/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	190								33
31	30	45	45	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	191								
31	30	44	44	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	192								
32	31	91/2	91/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	193								34
32	31	183/4	183/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	194								34
32	31	46	46	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	195								34
32	31	185/4	185/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	196								34
32	31	93/2	93/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	197								34
32	31	187/4	187/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	198								
32	31	91/2	91/2	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	199								
32	31	91/2	91/2	0.5	0	0	Chord	3/8	1	3	1/8		1/8	1	200								
32	31	46	46	0.25	1/8	1/8	Chord	3/8	1	3	1/16		1/16	1	201								
33	32	47	47	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	202								35
33	32	189/4	189/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	203								35
33	32	95/2	95/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	204								35
33	32	191/4	191/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	205								35
33	32	48	48	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	206								35
33	32	193/4	193/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	207								
34	33	97/2	97/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	208								36
34	33	49	49	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	209		ornamentTurn						36
34	33	99/2	99/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	210								
34	33	49	49	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	211								37
34	33	99/2	99/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	212								
35	34	403/8	403/8	0.0	3/32	3/32	Dynamic	3/8	1	1	0					pp							
35	34	403/8	403/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	213								
35	34	101/2	101/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	214								38
35	34	51	51	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	215		ornamentTurn						
35	34	403/8	403/8	0.125	3/32	3/32	Chord	3/8	2	1	1/32		1/32	1	216								
35	34	101/2	101/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	217								
35	34	51	51	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	218								
36	35	103/2	103/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	219								
36	35	105/2	105/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0					p							
36	35	105/2	105/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	220								
36	35	103/2	103/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	221								
36	35	52	52	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	222								
37	36	53	53	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	223								39
37	36	107/2	107/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	224								39
37	36	54	54	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	225		ornamentTurn						
37	36	107/2	107/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	226								
37	36	54	54	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	227								
37	36	54	54	0.0	1/4	1/4	Dynamic	3/8	2	1	0					p							
37	36	54	54	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	228								
38	37	109/2	109/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	229								40
38	37	55	55	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	230								40
38	37	111/2	111/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	231								40
38	37	109/2	109/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	232								
38	37	55	55	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	233		ornamentTurn						
38	37	111/2	111/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	234								
38	37	109/2	109/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	235								41
38	37	55	55	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	236								41
38	37	111/2	111/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	237		ornamentTurn						41
39	38	56	56	0.0	0	0	Chord	3/8	1	1	0	grace32	1/32	1	238								40
39	38	56	56	0.0	0	0	Chord	3/8	1	1	0	grace32	1/32	1	239								40
39	38	56	56	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	240								40
39	38	57	57	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	241								
39	38	56	56	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	242								
39	38	113/2	113/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	243								
39	38	57	57	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	244								
39	38	56	56	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	245								41
39	38	113/2	113/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	246								41
39	38	57	57	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	247								
40	39	115/2	115/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	248								
40	39	58	58	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	249								42
40	39	117/2	117/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	250		ornamentTurn						42
40	39	115/2	115/2	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	251								
41	40	59	59	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	252								42
41	40	59	59	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	253		ornamentTurn						42
41	40	60	60	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	254								
41	40	119/2	119/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	255								43
41	40	60	60	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	256								
42	41	121/2	121/2	0.375	0	0	Chord	3/8	1	1	3/32		1/16	3/2	257								44
42	41	487/8	487/8	0.0625	3/32	3/32	Chord	3/8	1	1	1/64		1/64	1	258								44
42	41	975/16	975/16	0.0625	7/64	7/64	Chord	3/8	1	1	1/64		1/64	1	259								
42	41	61	61	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	260								45
42	41	123/2	123/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	261		ornamentTurn						
42	41	121/2	121/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	262								
42	41	123/2	123/2	0.0	1/4	1/4	Dynamic	3/8	2	1	0					f							
42	41	123/2	123/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	263								46
43	42	62	62	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	264								
43	42	63	63	0.0	1/4	1/4	Dynamic	3/8	1	1	0					f							
43	42	63	63	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	265								47
43	42	62	62	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	266								46
43	42	125/2	125/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	267								46
43	42	63	63	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	268		ornamentTurn						
44	43	127/2	127/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	269								47
44	43	64	64	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	270								47
44	43	129/2	129/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	271		ornamentTurn						48
