mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
12	11	22	22	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	102		ornamentTurn						
12	11	41/2	41/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	103								
12	11	43/2	43/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	104								
13	12	45/2	45/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	105								
13	12	93/4	93/4	0.0	3/16	3/16	Dynamic	2/4	1	1	0					p							
13	12	93/4	93/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	106								
13	12	47/2	47/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	107								
13	12	95/4	95/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	108								
13	12	91/4	91/4	0.0	1/16	1/16	Dynamic	2/4	2	1	0					p							
13	12	91/4	91/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	109								
13	12	23	23	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	110								
13	12	24	24	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	111								
13	12	97/4	97/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	112								
14	13	49/2	49/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	113								
14	13	99/4	99/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	114								
14	13	51/2	51/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	115								
14	13	103/4	103/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	116								
14	13	25	25	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	117								
14	13	101/4	101/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	118								
14	13	26	26	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	119								
14	13	105/4	105/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	120								
15	14	53/2	53/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	121								
15	14	107/4	107/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	122								
15	14	55/2	55/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	123								
15	14	111/4	111/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	124								
15	14	28	28	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	125								
15	14	113/4	113/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	126								
15	14	27	27	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	127								
15	14	109/4	109/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	128								
16	15	57/2	57/2	0.0	0	0	Dynamic	2/4	1	1	0					f							
16	15	57/2	57/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	129								
16	15	115/4	115/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	130								
16	15	29	29	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	131								
16	15	117/4	117/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	132								
16	15	59/2	59/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	133								
16	15	119/4	119/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	134								
16	15	30	30	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	135								
16	15	121/4	121/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	136								
16	15	29	29	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	137								
16	15	59/2	59/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	138								
16	15	30	30	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	139								
17	16	61/2	61/2	0.0	0	0	Dynamic	2/4	1	1	0					p							
17	16	61/2	61/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	140								20
17	16	63/2	63/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	141		articStaccatissimoAbove						
17	16	63/2	63/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	142		articStaccatissimoAbove						
18	16	32	32	0.0	0	3/8	Dynamic	2/4	1	1	0					p							
18	16	32	32	0.25	0	3/8	Chord	2/4	1	1	1/16		1/16	1	143								21
18	16	129/4	129/4	0.25	1/16	7/16	Chord	2/4	1	1	1/16		1/16	1	144								
19	17	65/2	65/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	145								22
19	17	67/2	67/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	146		articStaccatissimoBelow						
19	17	34	34	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	147								23
19	17	137/4	137/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	148								
19	17	33	33	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	149								24
19	17	67/2	67/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	150		articStaccatissimoAbove						
20	18	69/2	69/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	151								25
20	18	71/2	71/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	152		articStaccatissimoBelow						
20	18	36	36	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	153								26
20	18	145/4	145/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	154								
20	18	35	35	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	155								27
20	18	71/2	71/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	156		articStaccatissimoAbove						
21	19	73/2	73/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	157								28
21	19	147/4	147/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	158								
21	19	37	37	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	159								29
21	19	149/4	149/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	160								
21	19	75/2	75/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	161								30
21	19	151/4	151/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	162								
21	19	38	38	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	163								31
21	19	153/4	153/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	164								
21	19	37	37	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	165								
21	19	75/2	75/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	166								
21	19	38	38	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	167								
22	20	77/2	77/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	168								32
22	20	155/4	155/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	169								
22	20	39	39	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	170								
22	20	157/4	157/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	171								
22	20	79/2	79/2	0.0	1/4	1/4	Chord	2/4	1	1	0	grace32	1/32	1	172								
22	20	79/2	79/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	173								33
22	20	159/4	159/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	174								
22	20	40	40	0.0	3/8	3/8	Dynamic	2/4	1	1	0					p							
22	20	40	40	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	175								
22	20	161/4	161/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	176								
22	20	77/2	77/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	177								
22	20	39	39	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	178								
22	20	79/2	79/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	179								
23	21	81/2	81/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	180								34
23	21	163/4	163/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	181								
23	21	165/4	165/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	182								
23	21	83/2	83/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	183								35
23	21	167/4	167/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	184								
23	21	42	42	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	185								
23	21	169/4	169/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	186								
23	21	41	41	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	187								
23	21	83/2	83/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	188								
24	22	85/2	85/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	189								36
24	22	171/4	171/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	190								
24	22	173/4	173/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	191								
24	22	87/2	87/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	192								37
24	22	175/4	175/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	193								
24	22	44	44	0.0	3/8	3/8	Dynamic	2/4	1	1	0					f							
24	22	44	44	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	194								
24	22	177/4	177/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	195								
24	22	43	43	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	196								
24	22	87/2	87/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	197								
24	22	44	44	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	198								
25	23	89/2	89/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	199								38
25	23	179/4	179/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	200								
25	23	45	45	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	201								39
25	23	181/4	181/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	202								
25	23	91/2	91/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	203								
25	23	183/4	183/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	204								
25	23	185/4	185/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	205								
25	23	89/2	89/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	206								
25	23	45	45	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	207								
25	23	91/2	91/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	208								
25	23	46	46	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	209								
26	24	93/2	93/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	210								
26	24	140/3	140/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	211								
26	24	281/6	281/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	212								
26	24	47	47	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	213		articStaccatissimoBelow						
26	24	95/2	95/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	214								
27	25	97/2	97/2	0.0	0	0	Dynamic	2/4	1	1	0					p							
27	25	97/2	97/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	215								
27	25	146/3	146/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	216								
27	25	293/6	293/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	217								
27	25	97/2	97/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	218								
27	25	49	49	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	219		articStaccatissimoBelow						
27	25	99/2	99/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	220								
28	26	101/2	101/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	221								
28	26	152/3	152/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	222								
28	26	305/6	305/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	223								
28	26	103/2	103/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	224								
28	26	155/3	155/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	225								
28	26	311/6	311/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	226								
28	26	101/2	101/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	227								
28	26	51	51	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	228		articStaccatissimoBelow						
28	26	52	52	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	229		articStaccatissimoBelow						
29	27	105/2	105/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	230								
29	27	158/3	158/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	231								
29	27	317/6	317/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	232								
29	27	53	53	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	233								
29	27	319/6	319/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	234								
29	27	160/3	160/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	235								
29	27	54	54	0.0	3/8	3/8	Dynamic	2/4	1	1	0					f							
29	27	54	54	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	236		articStaccatissimoAbove						
29	27	54	54	0.5	3/8	3/8	Chord	2/4	1	4	1/8		1/8	1	237								
29	27	107/2	107/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	238		articStaccatissimoAbove						
29	27	54	54	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	239		articStaccatissimoAbove						
30	28	109/2	109/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	240		articStaccatissimoAbove						
30	28	55	55	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	241		articStaccatissimoBelow						
30	28	56	56	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	242								
30	28	337/6	337/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	243								
30	28	169/3	169/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	244								
30	28	109/2	109/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	245		articStaccatissimoBelow						
30	28	109/2	109/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	246								
30	28	111/2	111/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	247								
31	29	113/2	113/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	248								
31	29	170/3	170/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	249								
31	29	341/6	341/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	250								
31	29	57	57	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	251								
31	29	343/6	343/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	252								
31	29	172/3	172/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	253								
31	29	115/2	115/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	254		articStaccatissimoAbove						
31	29	113/2	113/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	255								
32	30	117/2	117/2	0.0	0	0	Dynamic	2/4	1	1	0					p							
32	30	117/2	117/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	256								
32	30	176/3	176/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	257								
