mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	4	12	12	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	28							
4	4	13	13	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	29							
4	4	14	14	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	30							
4	4	15	15	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	31							
4	4	25/2	25/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	32							
4	4	27/2	27/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	33							
4	4	29/2	29/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	34							
4	4	31/2	31/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	35							
5	5	16	16	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	36	articStaccatissimoAbove						
5	5	35/2	35/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	37							
5	5	18	18	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	38							
5	5	73/4	73/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	39							
5	5	37/2	37/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	40							
5	5	75/4	75/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	41							
5	5	19	19	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	42							
5	5	77/4	77/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	43							
5	5	39/2	39/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	44							
5	5	79/4	79/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	45							
5	5	16	16	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	46							
5	5	33/2	33/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	47							
5	5	67/4	67/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	48							
5	5	17	17	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	49							
5	5	35/2	35/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	50							
5	5	18	18	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	51	articStaccatissimoAbove						
5	5	19	19	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	52	articStaccatissimoBelow						
6	6	20	20	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	53	articStaccatissimoAbove						
6	6	43/2	43/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	54							
6	6	22	22	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	55							
6	6	89/4	89/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	56							
6	6	45/2	45/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	57							
6	6	91/4	91/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	58							
6	6	23	23	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	59							
6	6	93/4	93/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	60							
6	6	47/2	47/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	61							
6	6	95/4	95/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	62							
6	6	20	20	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	63							
6	6	41/2	41/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	64							
6	6	83/4	83/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	65							
6	6	21	21	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	66							
6	6	43/2	43/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	67							
6	6	22	22	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	68	articStaccatissimoAbove						
6	6	23	23	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	69	articStaccatissimoBelow						
7	7	24	24	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	70	articStaccatissimoAbove						
7	7	51/2	51/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	71							
7	7	26	26	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	72							
7	7	105/4	105/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	73							
7	7	53/2	53/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	74							
7	7	107/4	107/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	75							
7	7	27	27	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	76							
7	7	109/4	109/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	77							
7	7	55/2	55/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	78							
7	7	111/4	111/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	79							
7	7	24	24	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	80							
7	7	49/2	49/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	81							
7	7	99/4	99/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	82							
7	7	25	25	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	83							
7	7	51/2	51/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	84							
7	7	26	26	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	85	articStaccatissimoBelow						
7	7	27	27	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	86	articStaccatissimoBelow						
8	8	28	28	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	87							
8	8	57/2	57/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	88							
8	8	59/2	59/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	89							
8	8	30	30	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	90	ornamentShortTrill						0
8	8	61/2	61/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	91							
8	8	28	28	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	92	articStaccatissimoBelow						
8	8	29	29	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	93	articStaccatissimoBelow						
8	8	30	30	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	94							
8	8	61/2	61/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	95							
8	8	123/4	123/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	96							
8	8	31	31	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	97							
9	9	32	32	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	98							
9	9	129/4	129/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	99							
9	9	65/2	65/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	100							
9	9	131/4	131/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	101							
9	9	33	33	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	102							
9	9	133/4	133/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	103							
9	9	67/2	67/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	104							
9	9	135/4	135/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	105							
9	9	34	34	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	106							
9	9	137/4	137/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	107							
9	9	69/2	69/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	108							
9	9	139/4	139/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	109							
9	9	35	35	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	110							
9	9	141/4	141/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	111							
9	9	71/2	71/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	112							
9	9	143/4	143/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	113							
10	10	36	36	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	114							
10	10	145/4	145/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	115							
10	10	73/2	73/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	116							
10	10	147/4	147/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	117							
10	10	37	37	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	118							
10	10	149/4	149/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	119							
10	10	75/2	75/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	120							
10	10	151/4	151/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	121							
10	10	38	38	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	122							
10	10	153/4	153/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	123							
10	10	77/2	77/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	124							
10	10	155/4	155/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	125							
10	10	39	39	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	126							
10	10	157/4	157/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	127							
10	10	79/2	79/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	128							
10	10	159/4	159/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	129							
11	11	40	40	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	130							
11	11	161/4	161/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	131							
11	11	81/2	81/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	132							
11	11	163/4	163/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	133							
11	11	41	41	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	134							
11	11	165/4	165/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	135							
11	11	83/2	83/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	136							
11	11	167/4	167/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	137							
11	11	42	42	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	138							
11	11	169/4	169/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	139							
11	11	85/2	85/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	140							
11	11	171/4	171/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	141							
11	11	43	43	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	142							
11	11	173/4	173/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	143							
11	11	87/2	87/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	144							
11	11	175/4	175/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	145							
12	12	177/4	177/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	146							
12	12	89/2	89/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	147							
12	12	179/4	179/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	148							
12	12	45	45	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	149							
12	12	181/4	181/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	150							
12	12	91/2	91/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	151							
12	12	183/4	183/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	152							
12	12	46	46	0.0		1/2	1/2	Chord	4/4	1	1	0	acciaccatura	1/8	1	153							
12	12	46	46	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	154							
12	12	93/2	93/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	155							
12	12	44	44	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	156							
12	12	89/2	89/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	157							
12	12	45	45	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	158							
12	12	91/2	91/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	159							
12	12	46	46	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	160							
12	12	93/2	93/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	161							
12	12	187/4	187/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	162							
12	12	47	47	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	163							
13	13	48	48	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	164	articStaccatissimoAbove						
13	13	99/2	99/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	165							
13	13	50	50	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	166							
13	13	51	51	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	167							
13	13	48	48	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	168							
13	13	97/2	97/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	169							
13	13	195/4	195/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	170							
13	13	49	49	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	171							
13	13	99/2	99/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	172							
13	13	101/2	101/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	173							
13	13	103/2	103/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	174							
14	14	52	52	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	175							1
14	14	53	53	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	176	ornamentTurnInverted						
14	14	54	54	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	177	articStaccatissimoAbove						
14	14	105/2	105/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	178							2
14	14	53	53	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	179							2
14	14	107/2	107/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	180							
14	14	54	54	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	181							
14	14	109/2	109/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	182							
15	15	56	56	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	183	articStaccatissimoAbove						
15	15	115/2	115/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	184							
15	15	58	58	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	185							3
15	15	119/2	119/2	0.0		7/8	7/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	186							
15	15	119/2	119/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	187							
15	15	56	56	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	188							
15	15	113/2	113/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	189							
15	15	227/4	227/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	190							
15	15	57	57	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	191							
15	15	115/2	115/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	192							
15	15	117/2	117/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	193							
15	15	59	59	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	194							
15	15	119/2	119/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	195							
16	16	60	60	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	196							4
16	16	61	61	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	197	ornamentShortTrill						
16	16	62	62	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	198							
16	16	249/4	249/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	199							
16	16	125/2	125/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	200							
16	16	251/4	251/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	201							
16	16	63	63	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	202							
16	16	253/4	253/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	203							
16	16	127/2	127/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	204							
16	16	255/4	255/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	205							
16	16	121/2	121/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	206							5
16	16	61	61	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	207							5
16	16	123/2	123/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	208							
16	16	62	62	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	209							
17	17	64	64	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	210							
17	17	257/4	257/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	211							
17	17	129/2	129/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	212							
17	17	259/4	259/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	213							
17	17	65	65	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	214							
17	17	261/4	261/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	215							
17	17	131/2	131/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	216							
17	17	263/4	263/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	217							
17	17	66	66	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	218							
17	17	265/4	265/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	219							
17	17	133/2	133/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	220							
17	17	267/4	267/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	221							
17	17	67	67	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	222							
17	17	269/4	269/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	223							
17	17	135/2	135/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	224							
17	17	271/4	271/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	225							
17	17	64	64	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	226	articStaccatissimoAbove						
18	18	68	68	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	227							
18	18	273/4	273/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	228							
18	18	137/2	137/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	229							
18	18	275/4	275/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	230							
18	18	69	69	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	231							
18	18	277/4	277/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	232							
18	18	139/2	139/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	233							
18	18	279/4	279/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	234							
18	18	70	70	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	235							
18	18	281/4	281/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	236							
18	18	141/2	141/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	237							
18	18	283/4	283/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	238							
18	18	71	71	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	239							
18	18	285/4	285/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	240							
18	18	143/2	143/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	241							
18	18	287/4	287/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	242							
19	19	72	72	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	243							
19	19	289/4	289/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	244							
19	19	145/2	145/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	245							
19	19	291/4	291/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	246							
19	19	73	73	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	247							
19	19	293/4	293/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	248							
19	19	147/2	147/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	249							
19	19	295/4	295/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	250							
19	19	74	74	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	251							
19	19	297/4	297/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	252							
19	19	149/2	149/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	253							
19	19	299/4	299/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	254							
19	19	75	75	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	255							
19	19	301/4	301/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	256							
19	19	151/2	151/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	257							
19	19	303/4	303/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	258							
19	19	72	72	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	259	articStaccatissimoBelow						
20	20	76	76	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	260							
20	20	305/4	305/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	261							
20	20	153/2	153/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	262							
20	20	307/4	307/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	263							
20	20	77	77	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	264							
20	20	309/4	309/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	265							
20	20	155/2	155/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	266							
20	20	311/4	311/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	267							
20	20	78	78	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	268							
20	20	313/4	313/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	269							
20	20	157/2	157/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	270							
20	20	315/4	315/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	271							
20	20	79	79	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	272							
20	20	317/4	317/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	273							
20	20	159/2	159/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	274							
20	20	319/4	319/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	275							
21	21	80	80	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	276							
21	21	321/4	321/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	277							
21	21	161/2	161/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	278							
21	21	323/4	323/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	279							
21	21	81	81	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	280							
21	21	325/4	325/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	281							
21	21	163/2	163/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	282							
21	21	327/4	327/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	283							
