mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
49	49	389/4	389/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	556									
49	49	391/4	391/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	557									
49	49	96	96	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	558									
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	559									
49	49	97	97	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	560									
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	561									
50	50	785/8	785/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	562									
50	50	393/4	393/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	563									
50	50	787/8	787/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	564									
50	50	197/2	197/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	565									
50	50	789/8	789/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	566									
50	50	395/4	395/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	567									
50	50	791/8	791/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	568									
50	50	99	99	0.125	1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	569									
50	50	793/8	793/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	570									
50	50	397/4	397/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	571									
50	50	795/8	795/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	572									
50	50	199/2	199/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	573									
50	50	797/8	797/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	574									
50	50	399/4	399/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	575									
50	50	799/8	799/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	576									
50	50	98	98	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	577									
51	51	401/4	401/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	578									
51	51	803/8	803/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	579									
51	51	201/2	201/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	580		articStaccatissimoAbove							
51	51	403/4	403/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	581		articStaccatissimoAbove							
51	51	100	100	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	582									
51	51	101	101	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	583		ornamentUpPrall							
51	51	101	101	1.0	1/4	1/4	Chord	2/4	2	4	1/4	1/4	1	584									
52	52	102	102	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	585									
52	52	102	102	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	586									
52	52	205/2	205/2	0.375	1/8	1/8	Chord	2/4	2	2	3/32	1/16	3/2	587									
52	52	823/8	823/8	0.125	7/32	7/32	Chord	2/4	2	2	1/32	1/32	1	588									
52	52	103	103	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	589									
