mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
65	62	122	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	858						
65	62	123	1.0		1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	859						
66	63	124	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	860						77
66	63	249/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						p					
66	63	249/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	861						
66	63	997/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	862						
66	63	499/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	863						
66	63	999/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	864						
66	63	125	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	865						78
66	63	501/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	866						
66	63	1007/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	867						
66	63	124	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	868						
66	63	249/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	869						
66	63	1007/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	870						
67	64	126	0.25		0	0	Chord	2/4	1	1	1/16			1/16	1	871						79
67	64	505/4	0.0625		1/16	1/16	Chord	2/4	1	1	1/64			1/64	1	872						
67	64	2021/16	0.0625		5/64	5/64	Chord	2/4	1	1	1/64			1/64	1	873						
67	64	1011/8	0.0625		3/32	3/32	Chord	2/4	1	1	1/64			1/64	1	874						
67	64	2023/16	0.0625		7/64	7/64	Chord	2/4	1	1	1/64			1/64	1	875						
67	64	253/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	876						
67	64	127	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	877						
67	64	509/4	0.0625		5/16	5/16	Chord	2/4	1	1	1/64			1/64	1	878						
67	64	2037/16	0.1875		21/64	21/64	Chord	2/4	1	1	3/64			1/32	3/2	879						
67	64	255/2	0.0625		3/8	3/8	Chord	2/4	1	1	1/64			1/64	1	880						
67	64	2041/16	0.1875		25/64	25/64	Chord	2/4	1	1	3/64			1/32	3/2	881						
67	64	511/4	0.0625		7/16	7/16	Chord	2/4	1	1	1/64			1/64	1	882						
67	64	2045/16	0.1875		29/64	29/64	Chord	2/4	1	1	3/64			1/32	3/2	883						
67	64	126	0.875		0	0	Chord	2/4	2	1	7/32			1/8	7/4	884						
67	64	1015/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	885						
67	64	255/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	886						
67	64	127	1.0		1/4	1/4	Chord	2/4	2	3	1/4			1/4	1	887						
68	65	128	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	888						80
68	65	257/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						p					
68	65	257/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	889						
68	65	515/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	890		ornamentTurn				
68	65	129	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	891						
68	65	1039/8	0.0		15/32	15/32	Dynamic	2/4	1	1	0						f					
68	65	1039/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	892						
68	65	128	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	893						
68	65	257/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	894						
68	65	1039/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	895						
69	66	130	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	896						81
69	66	261/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	897						
69	66	1047/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	898						
69	66	131	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	899						82
69	66	263/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	900						
69	66	1055/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	901						
69	66	130	0.875		0	0	Chord	2/4	1	2	7/32			1/8	7/4	902						
69	66	1047/8	0.125		7/32	7/32	Chord	2/4	1	2	1/32			1/32	1	903						
69	66	131	0.875		1/4	1/4	Chord	2/4	1	2	7/32			1/8	7/4	904						
69	66	1055/8	0.125		15/32	15/32	Chord	2/4	1	2	1/32			1/32	1	905						
69	66	130	0.875		0	0	Chord	2/4	2	1	7/32			1/8	7/4	906						
69	66	1047/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	907						
69	66	131	0.875		1/4	1/4	Chord	2/4	2	1	7/32			1/8	7/4	908						
69	66	1055/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	909						
70	67	132	0.375		0	0	Chord	2/4	1	1	3/32			1/16	3/2	910		ornamentTurn				
70	67	1059/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	911						
70	67	265/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	912		ornamentTurn				
70	67	1063/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	913						
70	67	133	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	914						
70	67	267/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	915						
70	67	1069/8	0.0625		13/32	13/32	Chord	2/4	1	1	1/64			1/64	1	916						83
70	67	2139/16	0.0625		27/64	27/64	Chord	2/4	1	1	1/64			1/64	1	917						83
70	67	535/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	918						83
70	67	1071/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	919						
70	67	132	0.25		0	0	Chord	2/4	1	3	1/16			1/16	1	920						
70	67	132	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	921						
70	67	1067/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	922						
70	67	267/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	923						
70	67	1071/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	924						
71	68	134	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	925						84
71	68	1073/8	0.0625		1/32	1/32	Chord	2/4	1	1	1/64			1/64	1	926						84
71	68	2147/16	0.0625		3/64	3/64	Chord	2/4	1	1	1/64			1/64	1	927						84
71	68	537/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	928						84
71	68	1075/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	929						
71	68	269/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	930						85
71	68	1077/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	931						
71	68	1079/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	932						
71	68	135	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	933						86
71	68	271/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	934		ornamentTremblement				
71	68	134	0.375		0	0	Chord	2/4	2	1	3/32			1/16	3/2	935						
71	68	1075/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	936						
71	68	269/2	0.375		1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	937						
71	68	1079/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	938						
71	68	135	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	939						
71	68	271/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	940						
72	69	136	0.75		0	0	Chord	2/4	1	1	3/16			1/8	3/2	941						
72	69	547/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	942						
72	69	137	1.0		1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	943						
72	69	1097/8	0.125		9/32	9/32	Chord	2/4	1	2	1/32			1/32	1	944		articStaccatoAbove				87
72	69	549/4	0.125		5/16	5/16	Chord	2/4	1	2	1/32			1/32	1	945		articStaccatoAbove				87
72	69	1099/8	0.125		11/32	11/32	Chord	2/4	1	2	1/32			1/32	1	946		articStaccatoAbove				87
72	69	275/2	0.125		3/8	3/8	Chord	2/4	1	2	1/32			1/32	1	947		articStaccatoAbove				87
72	69	1101/8	0.125		13/32	13/32	Chord	2/4	1	2	1/32			1/32	1	948		articStaccatoAbove				87
72	69	551/4	0.125		7/16	7/16	Chord	2/4	1	2	1/32			1/32	1	949		articStaccatoAbove				87
72	69	1103/8	0.125		15/32	15/32	Chord	2/4	1	2	1/32			1/32	1	950		articStaccatoAbove				87
72	69	136	0.0		0	0	StaffText	2/4	2	1	0								ten.			
72	69	136	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	951						
72	69	1099/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	952						
72	69	275/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	953						
72	69	1103/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	954						
73	70	138	0.75		0	0	Chord	2/4	1	1	3/16			1/8	3/2	955		articStaccatoAbove				
73	70	555/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	956						
73	70	139	1.0		1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	957						
73	70	1105/8	0.125		1/32	1/32	Chord	2/4	1	2	1/32			1/32	1	958		articStaccatoAbove				87
73	70	553/4	0.125		1/16	1/16	Chord	2/4	1	2	1/32			1/32	1	959		articStaccatoAbove				87
73	70	1107/8	0.125		3/32	3/32	Chord	2/4	1	2	1/32			1/32	1	960		articStaccatoAbove				87
73	70	277/2	0.125		1/8	1/8	Chord	2/4	1	2	1/32			1/32	1	961		articStaccatoAbove				
73	70	1113/8	0.125		9/32	9/32	Chord	2/4	1	2	1/32			1/32	1	962		articStaccatoAbove				88
73	70	557/4	0.125		5/16	5/16	Chord	2/4	1	2	1/32			1/32	1	963		articStaccatoAbove				88
73	70	1115/8	0.125		11/32	11/32	Chord	2/4	1	2	1/32			1/32	1	964		articStaccatoAbove				88
73	70	279/2	0.125		3/8	3/8	Chord	2/4	1	2	1/32			1/32	1	965		articStaccatoAbove				88
73	70	1117/8	0.125		13/32	13/32	Chord	2/4	1	2	1/32			1/32	1	966		articStaccatoAbove				88
73	70	559/4	0.125		7/16	7/16	Chord	2/4	1	2	1/32			1/32	1	967		articStaccatoAbove				88
73	70	1119/8	0.125		15/32	15/32	Chord	2/4	1	2	1/32			1/32	1	968		articStaccatoAbove				88
73	70	138	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	969						
73	70	1115/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	970						
73	70	279/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	971						
73	70	1119/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	972						
73	70	138	0.25		0	0	Chord	2/4	2	2	1/16			1/16	1	973		articStaccatoAbove				89
73	70	553/4	0.25		1/16	1/16	Chord	2/4	2	2	1/16			1/16	1	974		articStaccatoAbove				89
73	70	277/2	0.25		1/8	1/8	Chord	2/4	2	2	1/16			1/16	1	975		articStaccatoAbove				89
73	70	555/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16			1/16	1	976		articStaccatoAbove				
74	71	140	0.75		0	0	Chord	2/4	1	1	3/16			1/8	3/2	977		articStaccatoAbove				
74	71	563/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	978						
74	71	141	1.0		1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	979						
74	71	1121/8	0.125		1/32	1/32	Chord	2/4	1	2	1/32			1/32	1	980		articStaccatoAbove				88
74	71	561/4	0.125		1/16	1/16	Chord	2/4	1	2	1/32			1/32	1	981		articStaccatoAbove				88
74	71	1123/8	0.125		3/32	3/32	Chord	2/4	1	2	1/32			1/32	1	982		articStaccatoAbove				88
74	71	281/2	0.125		1/8	1/8	Chord	2/4	1	2	1/32			1/32	1	983		articStaccatoAbove				
74	71	1129/8	0.125		9/32	9/32	Chord	2/4	1	2	1/32			1/32	1	984		articStaccatoAbove				90
74	71	565/4	0.125		5/16	5/16	Chord	2/4	1	2	1/32			1/32	1	985		articStaccatoAbove				90
74	71	1131/8	0.125		11/32	11/32	Chord	2/4	1	2	1/32			1/32	1	986		articStaccatoAbove				90
74	71	283/2	0.125		3/8	3/8	Chord	2/4	1	2	1/32			1/32	1	987		articStaccatoAbove				90
74	71	1133/8	0.125		13/32	13/32	Chord	2/4	1	2	1/32			1/32	1	988		articStaccatoAbove				90
74	71	567/4	0.125		7/16	7/16	Chord	2/4	1	2	1/32			1/32	1	989		articStaccatoAbove				90
74	71	1135/8	0.125		15/32	15/32	Chord	2/4	1	2	1/32			1/32	1	990		articStaccatoAbove				90
74	71	140	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	991						
74	71	1131/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	992						
74	71	283/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	993						
74	71	1135/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	994						
74	71	140	0.25		0	0	Chord	2/4	2	2	1/16			1/16	1	995		articStaccatoAbove				91
74	71	561/4	0.25		1/16	1/16	Chord	2/4	2	2	1/16			1/16	1	996		articStaccatoAbove				91
74	71	281/2	0.25		1/8	1/8	Chord	2/4	2	2	1/16			1/16	1	997		articStaccatoAbove				91
74	71	563/4	0.25		3/16	3/16	Chord	2/4	2	2	1/16			1/16	1	998		articStaccatoAbove				
75	72	142	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	999						
75	72	285/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	1000		ornamentMordent				
75	72	287/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						p					
75	72	287/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1001		ornamentMordent				
75	72	142	0.125		0	0	Chord	2/4	1	2	1/32			1/32	1	1002		articStaccatoAbove				90
75	72	1137/8	0.125		1/32	1/32	Chord	2/4	1	2	1/32			1/32	1	1003		articStaccatoAbove				
75	72	1141/8	0.125		5/32	5/32	Chord	2/4	1	2	1/32			1/32	1	1004		articStaccatoAbove				92
75	72	571/4	0.125		3/16	3/16	Chord	2/4	1	2	1/32			1/32	1	1005		articStaccatoAbove				92
75	72	1143/8	0.125		7/32	7/32	Chord	2/4	1	2	1/32			1/32	1	1006		articStaccatoAbove				92
75	72	143	0.125		1/4	1/4	Chord	2/4	1	2	1/32			1/32	1	1007		articStaccatoAbove				92
75	72	1145/8	0.125		9/32	9/32	Chord	2/4	1	2	1/32			1/32	1	1008		articStaccatoAbove				92
75	72	573/4	0.125		5/16	5/16	Chord	2/4	1	2	1/32			1/32	1	1009		articStaccatoAbove				
75	72	1149/8	0.125		13/32	13/32	Chord	2/4	1	2	1/32			1/32	1	1010		articStaccatoAbove				93
75	72	575/4	0.125		7/16	7/16	Chord	2/4	1	2	1/32			1/32	1	1011		articStaccatoAbove				93
75	72	142	0.375		0	0	Chord	2/4	2	1	3/32			1/16	3/2	1012						
75	72	1139/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	1013						
75	72	285/2	0.375		1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	1014						
75	72	1143/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	1015						
75	72	143	0.375		1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	1016						
75	72	1147/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	1017						
75	72	287/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	1018						
75	72	1151/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	1019						
76	73	144	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	1020						
76	73	289/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1021						
76	73	145	0.375		1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	1022						
76	73	1163/8	0.0		11/32	11/32	Dynamic	2/4	1	1	0						f					
76	73	1163/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	1023						
76	73	291/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	1024						
76	73	1167/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1025						
76	73	144	0.125		0	0	Chord	2/4	1	2	1/32			1/32	1	1026						93
76	73	1153/8	0.125		1/32	1/32	Chord	2/4	1	2	1/32			1/32	1	1027		articStaccatoAbove				93
76	73	577/4	0.125		1/16	1/16	Chord	2/4	1	2	1/32			1/32	1	1028		articStaccatoAbove				93
76	73	1155/8	0.125		3/32	3/32	Chord	2/4	1	2	1/32			1/32	1	1029		articStaccatoAbove				93
76	73	289/2	0.125		1/8	1/8	Chord	2/4	1	2	1/32			1/32	1	1030		ornamentMordent				93
76	73	1157/8	0.125		5/32	5/32	Chord	2/4	1	2	1/32			1/32	1	1031		articStaccatoAbove				94
76	73	579/4	0.125		3/16	3/16	Chord	2/4	1	2	1/32			1/32	1	1032		articStaccatoAbove				94
76	73	1159/8	0.125		7/32	7/32	Chord	2/4	1	2	1/32			1/32	1	1033		articStaccatoAbove				94
76	73	145	0.125		1/4	1/4	Chord	2/4	1	2	1/32			1/32	1	1034		articStaccatoAbove				94
76	73	1161/8	0.125		9/32	9/32	Chord	2/4	1	2	1/32			1/32	1	1035		articStaccatoAbove				
76	73	144	0.375		0	0	Chord	2/4	2	1	3/32			1/16	3/2	1036						
76	73	1155/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	1037						
76	73	289/2	0.375		1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	1038						
76	73	1159/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	1039						
76	73	145	0.375		1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	1040						
76	73	1163/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	1041						
76	73	291/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	1042						
76	73	1167/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	1043						
77	74	146	0.16666666666666666		0	0	Chord	2/4	1	1	1/24			1/16	2/3	1044						95
77	74	877/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	1045						95
77	74	439/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	1046						
77	74	293/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1047						96
77	74	147	0.375		1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	1048		ornamentMordent				
77	74	1179/8	0.0		11/32	11/32	Dynamic	2/4	1	1	0						p					
77	74	1179/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	1049						
77	74	295/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	1050						
77	74	1183/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1051						
77	74	1179/8	0.125		11/32	11/32	Chord	2/4	1	2	1/32			1/32	1	1052						
77	74	295/2	0.375		3/8	3/8	Chord	2/4	1	2	3/32			1/16	3/2	1053						
77	74	1183/8	0.125		15/32	15/32	Chord	2/4	1	2	1/32			1/32	1	1054						
77	74	146	0.375		0	0	Chord	2/4	2	1	3/32			1/16	3/2	1055						
77	74	1171/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	1056						
77	74	293/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1057						
77	74	147	0.375		1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	1058						
78	75	148	0.16666666666666666		0	0	Chord	2/4	1	1	1/24			1/16	2/3	1059						
78	75	889/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	1060						
78	75	445/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	1061						
78	75	297/2	0.0		1/8	1/8	StaffText	2/4	1	1	0								ten.			
78	75	297/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1062						97
78	75	149	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1063		ornamentMordent				
78	75	1199/8	0.0		15/32	15/32	Dynamic	2/4	1	1	0						f					
78	75	1199/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1064						
78	75	148	0.375		0	0	Chord	2/4	1	2	3/32			1/16	3/2	1065						
78	75	1187/8	0.125		3/32	3/32	Chord	2/4	1	2	1/32			1/32	1	1066						
78	75	297/2	1.0		1/8	1/8	Chord	2/4	1	2	1/4			1/4	1	1067						
78	75	1199/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	1068						
79	76	150	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	1069						
79	76	301/2	0.0625		1/8	1/8	Chord	2/4	1	1	1/64			1/64	1	1070						
79	76	2409/16	0.0625		9/64	9/64	Chord	2/4	1	1	1/64			1/64	1	1071						
79	76	1205/8	0.0625		5/32	5/32	Chord	2/4	1	1	1/64			1/64	1	1072						
79	76	2411/16	0.0625		11/64	11/64	Chord	2/4	1	1	1/64			1/64	1	1073						
79	76	603/4	0.0625		3/16	3/16	Chord	2/4	1	1	1/64			1/64	1	1074						
79	76	2413/16	0.0625		13/64	13/64	Chord	2/4	1	1	1/64			1/64	1	1075						
79	76	1207/8	0.0625		7/32	7/32	Chord	2/4	1	1	1/64			1/64	1	1076						
79	76	2415/16	0.0625		15/64	15/64	Chord	2/4	1	1	1/64			1/64	1	1077						
79	76	151	1.0		1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	1078		ornamentUpPrall				
79	76	150	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	1079						
79	76	301/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1080						
79	76	303/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1081						
79	76	303/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	1082						
80	77		1.0	1	0	0	Chord	2/4	1	1	1/4			1/4	1	1083						
80	77		1.0	1	0	0	Chord	2/4	2	1	1/4			1/4	1	1084						
80	77		0.5	1	0	0	Chord	2/4	2	2	1/8			1/8	1	1085						
80	77		0.375	1	1/8	1/8	Chord	2/4	2	2	3/32			1/16	3/2	1086						
80	77		0.125	1	7/32	7/32	Chord	2/4	2	2	1/32			1/32	1	1087						
80	77		0.375	1	1/4	1/4	Chord	2/4	2	2	3/32			1/16	3/2	1088						
80	77		0.125	1	11/32	11/32	Chord	2/4	2	2	1/32			1/32	1	1089						
80	77		0.375	1	3/8	3/8	Chord	2/4	2	2	3/32			1/16	3/2	1090		ornamentShortTrill				
80	77		0.125	1	15/32	15/32	Chord	2/4	2	2	1/32			1/32	1	1091						
81	77	152	0.0	2	0	0	Dynamic	2/4	1	1	0						pp					
81	77	152	0.5	2	0	0	Chord	2/4	1	1	1/8			1/8	1	1092						
81	77	152	0.5	2	0	0	Chord	2/4	2	1	1/8			1/8	1	1093						
81	77	305/2	1.0	2	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	1094						
81	77	307/2	0.5	2	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1095		articStaccatoAbove				98
81	77	152	1.0	2	0	0	Chord	2/4	2	2	1/4			1/4	1	1096						
81	77	153	1.0	2	1/4	1/4	Chord	2/4	2	2	1/4			1/4	1	1097						
81	77	611/4	0.25	2	3/16	3/16	Chord	2/4	2	3	1/16			1/16	1	1098		articStaccatoAbove				99
81	77	153	0.25	2	1/4	1/4	Chord	2/4	2	3	1/16			1/16	1	1099		articStaccatoAbove				99
81	77	613/4	0.25	2	5/16	5/16	Chord	2/4	2	3	1/16			1/16	1	1100		articStaccatoAbove				
81	77	615/4	0.125	2	7/16	7/16	Chord	2/4	2	3	1/32			1/32	1	1101		articStaccatoAbove				
82	77	154	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	1102		articStaccatoAbove				
82	77	309/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	1103						
82	77	311/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1104						
82	77	154	1.0		0	0	Chord	2/4	2	2	1/4			1/4	1	1105		articStaccatoAbove				
82	77	155	1.0		1/4	1/4	Chord	2/4	2	2	1/4			1/4	1	1106						
82	77	617/4	0.0625		1/16	1/16	Chord	2/4	2	3	1/64			1/64	1	1107		articStaccatoAbove				100
82	77	2469/16	0.0625		5/64	5/64	Chord	2/4	2	3	1/64			1/64	1	1108		articStaccatoAbove				100
82	77	1235/8	0.125		3/32	3/32	Chord	2/4	2	3	1/32			1/32	1	1109		articStaccatoAbove				
82	77	309/2	0.25		1/8	1/8	Chord	2/4	2	3	1/16			1/16	1	1110		articStaccatoBelow				101
82	77	619/4	0.25		3/16	3/16	Chord	2/4	2	3	1/16			1/16	1	1111		articStaccatoBelow				101
82	77	621/4	0.25		5/16	5/16	Chord	2/4	2	3	1/16			1/16	1	1112		articStaccatoBelow				101
82	77	311/2	0.25		3/8	3/8	Chord	2/4	2	3	1/16			1/16	1	1113		articStaccatoBelow				101
82	77	623/4	0.25		7/16	7/16	Chord	2/4	2	3	1/16			1/16	1	1114		articStaccatoBelow				
83	77	156	1.0		0	0	Chord	2/4	2	1	1/4			1/4	1	1115						102
83	77	157	1.0		1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1116						
83	77	156	0.5		0	0	Chord	2/4	2	2	1/8			1/8	1	1117						
83	77	313/2	1.0		1/8	1/8	Chord	2/4	2	2	1/4			1/4	1	1118						
83	77	315/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	1119						
83	77	1249/8	0.125		1/32	1/32	Chord	2/4	2	3	1/32			1/32	1	1120		articStaccatoAbove				
83	77	625/4	0.125		1/16	1/16	Chord	2/4	2	3	1/32			1/32	1	1121		articStaccatoAbove				
83	77	1251/8	0.125		3/32	3/32	Chord	2/4	2	3	1/32			1/32	1	1122		articStaccatoAbove				
83	77	313/2	0.125		1/8	1/8	Chord	2/4	2	3	1/32			1/32	1	1123		articStaccatoAbove				
83	77	1253/8	0.125		5/32	5/32	Chord	2/4	2	3	1/32			1/32	1	1124		articStaccatoAbove				
83	77	1257/8	0.125		9/32	9/32	Chord	2/4	2	3	1/32			1/32	1	1125		articStaccatoAbove				
83	77	629/4	0.25		5/16	5/16	Chord	2/4	2	3	1/16			1/16	1	1126		articStaccatoAbove				
83	77	315/2	0.25		3/8	3/8	Chord	2/4	2	3	1/16			1/16	1	1127		articStaccatoAbove				
84	77	158	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	1128						
84	77	317/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	1129						
84	77	319/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1130		ornamentShortTrill				
84	77	639/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1131						
84	77	158	1.0		0	0	Chord	2/4	2	2	1/4			1/4	1	1132						
84	77	159	1.0		1/4	1/4	Chord	2/4	2	2	1/4			1/4	1	1133						
84	77	633/4	0.25		1/16	1/16	Chord	2/4	2	3	1/16			1/16	1	1134		articStaccatoBelow				103
