mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
4	4	27/2	27/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	57							
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	58							
4	4	14	14	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	59							
4	4	57/4	57/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	60							
4	4	29/2	29/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	61							
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	62							
4	4	15	15	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	63							
4	4	61/4	61/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	64							
4	4	31/2	31/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	65							
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	66							
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	67	articStaccatissimoAbove						
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	68	articStaccatissimoBelow						
5	5	16	16	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	69							
5	5	65/4	65/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	70							
5	5	33/2	33/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	71							
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	72							
5	5	17	17	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	73							
5	5	69/4	69/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	74							
5	5	35/2	35/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	75							
5	5	71/4	71/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	76							
5	5	18	18	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	77							
5	5	73/4	73/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	78							
5	5	37/2	37/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	79							
5	5	75/4	75/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	80							
5	5	19	19	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	81							
5	5	77/4	77/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	82							
5	5	39/2	39/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	83							
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	84							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	85	articStaccatissimoBelow						
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	86	articStaccatissimoAbove						
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	87	articStaccatissimoBelow						
6	6	20	20	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	88							
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	89							
6	6	41/2	41/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	90							
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	91							
6	6	21	21	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	92							
6	6	85/4	85/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	93							
6	6	43/2	43/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	94							
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	95							
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	96							
6	6	45/2	45/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	97							
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	98							
6	6	23	23	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	99							
6	6	93/4	93/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	100							
6	6	47/2	47/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	101							
6	6	95/4	95/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	102							
6	6	20	20	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	103							
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	104							
6	6	41/2	41/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	105							
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	106							
6	6	21	21	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	107							
6	6	85/4	85/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	108							
6	6	43/2	43/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	109							
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	110							
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	111							
7	7	24	24	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	112							
7	7	49/2	49/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	113							
7	7	99/4	99/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	114							
7	7	25	25	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	115							
7	7	101/4	101/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	116							
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	117							
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	118							
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	119	articStaccatissimoAbove						
7	7	53/2	53/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	120							
7	7	107/4	107/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	121							
7	7	27	27	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	122							
7	7	109/4	109/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	123							
7	7	55/2	55/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	124							
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	125							
7	7	49/2	49/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	126							
7	7	99/4	99/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	127							
7	7	25	25	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	128							
7	7	101/4	101/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	129							
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	130							
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	131							
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	132	articStaccatissimoBelow						
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	133	articStaccatissimoAbove						
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	134							
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	135							
8	8	29	29	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	136							
8	8	117/4	117/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	137							
8	8	59/2	59/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	138							
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	139							
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	140	articStaccatissimoBelow						
8	8	61/2	61/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	141							
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	142							
8	8	31	31	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	143							
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	144							
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	145							
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	146							
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	147							
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	148							
8	8	29	29	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	149							
8	8	117/4	117/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	150							
8	8	59/2	59/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	151							
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	152							
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	153	articStaccatissimoBelow						
9	9	32	32	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	154	articStaccatissimoBelow						
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	155							
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	156							
9	9	33	33	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	157							
9	9	133/4	133/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	158							
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	159							
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	160							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	161	articStaccatissimoBelow						
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	162	articStaccatissimoBelow						
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	163	articStaccatissimoBelow						
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	164	articStaccatissimoBelow						
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	165							
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	166							
9	9	33	33	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	167							
9	9	133/4	133/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	168							
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	169							
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	170							
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	171							
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	172							
10	10	73/2	73/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	173							
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	174							
10	10	37	37	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	175							
10	10	149/4	149/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	176							
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	177							
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	178							
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	179	articStaccatissimoAbove						
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	180	articStaccatissimoAbove						
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	181	articStaccatissimoAbove						
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	182	articStaccatissimoAbove						
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1	1	1	183							
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	184	articStaccatissimoAbove						
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	185							
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	186							
11	11	41	41	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	187							
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	188							
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	189							
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	190							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	191	articStaccatissimoAbove						
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	192	articStaccatissimoAbove						
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	193							
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	194							
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	195	articStaccatissimoAbove						
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	196	articStaccatissimoAbove						
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	197	articStaccatissimoAbove						
12	12	44	44	4.0	0	0	Chord	4/4	2	1	1	1	1	198							
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	199							
13	13	99/2	99/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	200							
13	13	397/8	397/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	201							
13	13	199/4	199/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	202							
13	13	399/8	399/8	0.0625	15/32	15/32	Chord	4/4	1	1	1/64	1/64	1	203							
13	13	799/16	799/16	0.0625	31/64	31/64	Chord	4/4	1	1	1/64	1/64	1	204							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	205	ornamentMordent						
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	206							
13	13	48	48	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	207							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	208							
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	209							
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	210							
14	14	52	52	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	211							
