mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	tempo	qpm	slur
55	54	321/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	624				
55	54	643/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	625				
55	54	161	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	626				
55	54	645/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	627				
55	54	323/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	628				
55	54	647/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	629				
56	55	162	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	630				
56	55	649/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	631				
56	55	325/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	632				
56	55	651/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	633				
56	55	163	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	634				
56	55	653/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	635				
56	55	327/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	636				
56	55	655/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	637				
56	55	164	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	638				
56	55	657/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	639				
56	55	329/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	640				
56	55	659/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	641				
57	56	165	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	642				
57	56	661/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	643				
57	56	331/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	644				
57	56	663/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	645				
57	56	166	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	646				
57	56	665/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	647				
57	56	333/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	648				
57	56	667/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	649				
57	56	167	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	650				
57	56	669/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	651				
57	56	335/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	652				
57	56	671/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	653				
58	57	168	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	654				
58	57	673/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	655				
58	57	337/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	656				
58	57	675/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	657				
58	57	169	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	658				
58	57	677/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	659				
58	57	339/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	660				
58	57	679/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	661				
58	57	170	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	662				
58	57	681/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	663				
58	57	341/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	664				
58	57	683/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	665				
59	58	171	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	666				
59	58	685/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	667				
59	58	343/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	668				
59	58	687/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	669				
59	58	172	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	670				
59	58	689/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	671				
59	58	345/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	672				
59	58	691/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	673				
59	58	173	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	674				
59	58	693/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	675				
59	58	347/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	676				
59	58	695/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	677				
60	59	174	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	678				
60	59	697/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	679				
60	59	349/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	680				
60	59	699/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	681				
60	59	175	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	682				
60	59	701/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	683				
60	59	351/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	684				
60	59	703/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	685				
60	59	176	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	686				
60	59	705/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	687				
60	59	353/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	688				
60	59	707/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	689				
61	60	709/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	690				
61	60	355/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	691				
61	60	711/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	692				
61	60	178	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	693				
61	60	713/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	694				
61	60	357/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	695				
61	60	715/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	696				
61	60	179	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	697				
61	60	717/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	698				
61	60	359/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	699				
61	60	719/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	700				
61	60	177	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	701				
61	60	178	2.0		1/4	1/4	Chord	3/4	2	1	1/2			1/2	1	702				
62	61	180	0.0		0	0	Chord	3/4	1	1	0	appoggiatura		1/8	1	703				
62	61	180	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	704	ornamentTurn			6
62	61	181	1.0		1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	705				
62	61	180	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	706				
62	61	361/2	1.0		1/8	1/8	Chord	3/4	2	1	1/4			1/4	1	707				
62	61	363/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	708				
62	61	182	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	709				
62	61	365/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	710				
63	62	733/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	711				
63	62	367/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	712				
63	62	735/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	713				
63	62	184	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	714				
63	62	737/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	715				
63	62	369/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	716				
63	62	739/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	717				
63	62	185	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	718				
63	62	741/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	719				
63	62	371/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	720				
63	62	743/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	721				
63	62	183	3.0		0	0	Chord	3/4	2	1	3/4			1/2	3/2	722				
64	63	186	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	723				
64	63	745/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	724				
64	63	373/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	725				
64	63	747/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	726				
64	63	187	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	727				
64	63	749/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	728				
64	63	375/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	729				
64	63	751/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	730				
64	63	188	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	731				
64	63	753/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	732				
64	63	377/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	733				
64	63	755/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	734				
64	63	186	3.0		0	0	Chord	3/4	2	1	3/4			1/2	3/2	735				
65	64	189	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	736				
65	64	757/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	737				
65	64	379/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	738				
65	64	759/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	739				
65	64	190	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	740				
65	64	761/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	741				
65	64	381/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	742				
65	64	763/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	743				
65	64	191	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	744				
65	64	765/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	745				
65	64	383/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	746				
65	64	767/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	747				
65	64	189	3.0		0	0	Chord	3/4	2	1	3/4			1/2	3/2	748				
66	65	192	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	749				
66	65	769/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	750				
66	65	385/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	751				
66	65	771/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	752				
66	65	193	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	753				
66	65	773/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	754				
66	65	387/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	755				
66	65	775/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	756				
66	65	194	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	757				
66	65	777/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	758				
66	65	389/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	759				
66	65	779/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	760				
66	65	192	3.0		0	0	Chord	3/4	2	1	3/4			1/2	3/2	761				
67	66	195	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	762				
67	66	781/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	763				
67	66	391/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	764				
67	66	783/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	765				
67	66	196	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	766				
67	66	785/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	767				
67	66	393/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	768				
67	66	787/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	769				
67	66	197	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	770				
67	66	789/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	771				
67	66	395/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	772				
67	66	791/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	773				
67	66	195	3.0		0	0	Chord	3/4	2	1	3/4			1/2	3/2	774				
68	67	198	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	775				
68	67	793/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	776				
68	67	397/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	777				
68	67	795/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	778				
68	67	199	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	779				
68	67	797/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	780				
68	67	399/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	781				
68	67	799/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	782				
68	67	200	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	783				
68	67	801/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	784				
68	67	401/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	785				
68	67	803/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	786				
68	67	198	3.0		0	0	Chord	3/4	2	1	3/4			1/2	3/2	787				
69	68	201	0.75		0	0	Chord	3/4	1	1	3/16			1/8	3/2	788	articStaccatissimoBelow			
69	68	807/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	789				
69	68	202	1.0		1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	790				7
69	68	203	1.0		1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	791	ornamentTurn			
69	68	201	0.75		0	0	Chord	3/4	2	1	3/16			1/8	3/2	792	articStaccatissimoAbove			
69	68	807/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	793				
69	68	202	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	794				
69	68	203	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	795				
70	69		1.0	1	0	0	Chord	3/4	1	1	1/4			1/4	1	796				
70	69		0.5	1	0	0	Chord	3/4	2	1	1/8			1/8	1	797				
70	69		0.5	1	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	798				
70	69		0.5	1	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	799	articStaccatissimoAbove			
70	69		0.5	1	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	800	articStaccatissimoAbove			
70	69		0.5	1	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	801	articStaccatissimoAbove			
71	69	204	1.0	2	0	0	Chord	3/4	1	1	1/4			1/4	1	802				
71	69	204	1.0	2	0	0	Chord	3/4	2	1	1/4			1/4	1	803				
