mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	19/4	19/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	28									
3	3	39/8	39/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	29									
3	3	5	5	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	30									
3	3	21/4	21/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	31									
3	3	11/2	11/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	32									
3	3	23/4	23/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	33									
3	3	9/2	9/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	34									
3	3	5	5	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	35									
3	3	11/2	11/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	36									
4	4	6	6	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	37									
4	4	49/8	49/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	38									
4	4	25/4	25/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	39									
4	4	51/8	51/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	40									
4	4	13/2	13/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	41		articStaccatissimoAbove							
4	4	7	7	0.125	1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	42									
4	4	57/8	57/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	43									
4	4	29/4	29/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	44									
4	4	59/8	59/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	45									
4	4	15/2	15/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	46									
4	4	61/8	61/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	47									
4	4	31/4	31/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	48									
4	4	63/8	63/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	49									
4	4	13/2	13/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	50									
4	4	7	7	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	51									
4	4	15/2	15/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	52									
5	5	8	8	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	53									
5	5	35/4	35/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	54									
5	5	71/8	71/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	55									
5	5	9	9	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	56									
5	5	39/4	39/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	57									
5	5	79/8	79/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	58									
5	5	17/2	17/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	59									
5	5	9	9	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	60									
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	61									
6	6	10	10	0.16666666666666666	0	0	Chord	2/4	1	1	1/24	1/16	2/3	62									
6	6	61/6	61/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24	1/16	2/3	63									
6	6	31/3	31/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24	1/16	2/3	64									
6	6	21/2	21/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	65									
6	6	41/4	41/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	66		articStaccatissimoAbove							
6	6	21/2	21/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	67		articStaccatissimoAbove							
6	6	43/4	43/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	68		articStaccatissimoAbove							
6	6	11	11	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	69		articStaccatissimoAbove							
6	6	45/4	45/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	70		articStaccatissimoAbove							
6	6	23/2	23/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	71		articStaccatissimoAbove							
6	6	47/4	47/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	72		articStaccatissimoAbove							
7	7	12	12	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	73									
7	7	97/8	97/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	74									
7	7	49/4	49/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	75									
7	7	99/8	99/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	76									
7	7	25/2	25/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	77									
7	7	101/8	101/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	78									
7	7	51/4	51/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	79									
7	7	103/8	103/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	80									
7	7	13	13	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	81		articStaccatissimoAbove							
7	7	12	12	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	82									
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	83									
7	7	13	13	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	84									
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	85									
8	8	14	14	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	86									
8	8	113/8	113/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	87									
8	8	57/4	57/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	88									
8	8	115/8	115/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	89									
8	8	29/2	29/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	90									
8	8	117/8	117/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	91									
8	8	59/4	59/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	92									
8	8	119/8	119/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	93									
8	8	15	15	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	94		articStaccatissimoAbove							
8	8	14	14	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	95									
8	8	29/2	29/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	96									
8	8	15	15	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	97									
8	8	31/2	31/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	98									
9	9	16	16	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	99									
9	9	129/8	129/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	100									
9	9	65/4	65/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	101									
9	9	131/8	131/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	102									
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	103									
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	104									
9	9	17	17	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	105		articStaccatissimoAbove							
9	9	69/4	69/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	106		articStaccatissimoAbove							
9	9	35/2	35/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	107		articStaccatissimoAbove							
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	108		articStaccatissimoAbove							
9	9	16	16	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	109									
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	110									
9	9	17	17	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	111									
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	112									
10	10	18	18	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	113									0
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	114		ornamentShortTrill							
10	10	19	19	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	115									
10	10	39/2	39/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	116									
10	10	157/8	157/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	117									
10	10	79/4	79/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	118									
10	10	159/8	159/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	119									
10	10	18	18	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	120									
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	121									
10	10	19	19	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	122									
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	123									
11	11	20	20	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	124		articStaccatissimoAbove							
11	11	81/4	81/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	125		articStaccatissimoAbove							
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	126		articStaccatissimoAbove							
11	11	43/2	43/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	127									
11	11	173/8	173/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	128									
11	11	87/4	87/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	129									
11	11	175/8	175/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	130									
11	11	20	20	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	131									
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	132									
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	133									
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	134									
12	12	22	22	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	135		articStaccatissimoAbove							
12	12	89/4	89/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	136		articStaccatissimoAbove							
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	137		articStaccatissimoAbove							
12	12	23	23	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	138		articStaccatissimoAbove							
12	12	93/4	93/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	139		articStaccatissimoAbove							
12	12	47/2	47/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	140		articStaccatissimoAbove							
12	12	95/4	95/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	141		articStaccatissimoAbove							
12	12	22	22	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	142									
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	143									
13	13	24	24	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	144		articStaccatissimoAbove							
13	13	97/4	97/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	145		articStaccatissimoAbove							
13	13	49/2	49/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0				p								
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	146									
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	147									
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	148									
13	13	25	25	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	149									
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	150									
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	151									
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	152									
14	14	26	26	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	153									
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	154									
14	14	27	27	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	155									
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	156									
15	15	28	28	0.0	0	0	Dynamic	2/4	1	1	0				f								
15	15	28	28	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	157									
15	15	225/8	225/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	158									
15	15	113/4	113/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	159									
15	15	227/8	227/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	160									
15	15	57/2	57/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	161									
15	15	229/8	229/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	162									
15	15	115/4	115/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	163									
15	15	231/8	231/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	164									
15	15	29	29	0.125	1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	165									
15	15	233/8	233/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	166									
15	15	117/4	117/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	167									
15	15	235/8	235/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	168									
15	15	59/2	59/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	169									
15	15	237/8	237/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	170									
15	15	119/4	119/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	171									
15	15	239/8	239/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	172									
15	15	28	28	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	173									1
15	15	29	29	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	174									
16	16	30	30	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	175									
16	16	241/8	241/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	176									
16	16	121/4	121/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	177									
16	16	243/8	243/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	178									
16	16	61/2	61/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	179									
16	16	245/8	245/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	180									
16	16	123/4	123/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	181									
16	16	247/8	247/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	182									
16	16	31	31	0.125	1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	183									
16	16	249/8	249/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	184									
16	16	125/4	125/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	185									
16	16	251/8	251/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	186									
16	16	63/2	63/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	187									
16	16	253/8	253/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	188									
16	16	127/4	127/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	189									
16	16	255/8	255/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	190									
16	16	30	30	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	191									
17	17	32	32	0.0	0	0	Dynamic	2/4	1	1	0				p								
17	17	32	32	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	192									
17	17	257/8	257/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	193									
17	17	129/4	129/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	194									
17	17	259/8	259/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	195									
17	17	65/2	65/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	196									
17	17	261/8	261/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	197									
17	17	131/4	131/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	198									
17	17	263/8	263/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	199									
17	17	33	33	0.125	1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	200									
17	17	265/8	265/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	201									
17	17	133/4	133/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	202									
17	17	267/8	267/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	203									
17	17	67/2	67/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	204									
17	17	269/8	269/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	205									
17	17	135/4	135/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	206									
17	17	271/8	271/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	207									
17	17	32	32	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	208									
17	17	33	33	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	209									
18	18	34	34	0.0	0	0	Dynamic	2/4	1	1	0				f								
18	18	34	34	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	210		articStaccatissimoAbove							
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	211		articStaccatissimoAbove							
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	212		articStaccatissimoAbove							
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	213		articStaccatissimoAbove							
18	18	35	35	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	214		articStaccatissimoBelow							
18	18	141/4	141/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	215		articStaccatissimoBelow							
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	216		articStaccatissimoBelow							
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	217		articStaccatissimoBelow							
18	18	34	34	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	218									
19	19	73/2	73/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0				p								
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	219									
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	220									
19	19	37	37	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	221									2
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	222									
19	19	36	36	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	223									
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	224									
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	225									
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	226									
20	20	39	39	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	227									3
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	228									
20	20	38	38	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	229									
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	230									
21	21	40	40	0.0	0	0	StaffText	2/4	1	1	0						ten.						
21	21	40	40	0.0	0	0	Dynamic	2/4	1	1	0				ff								
21	21	40	40	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	231									
21	21	40	40	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	232									
21	21	41	41	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	233		ornamentUpPrall							
21	21	40	40	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	234									
21	21	41	41	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	235									
21	21	40	40	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	236									
21	21	41	41	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	237									
22	22	42	42	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	238									
22	22	42	42	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	239									
22	22	85/2	85/2	0.375	1/8	1/8	Chord	2/4	2	1	3/32	1/16	3/2	240		articStaccatissimoAbove							
22	22	343/8	343/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	241									
22	22	43	43	0.0	1/4	1/4	StaffText	2/4	2	1	0						ten.						
22	22	43	43	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	242									
23	23	44	44	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	243									
23	23	353/8	353/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	244									
23	23	177/4	177/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	245									
23	23	355/8	355/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	246									
23	23	89/2	89/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	247									
23	23	357/8	357/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	248									
23	23	179/4	179/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	249									
23	23	359/8	359/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	250									
23	23	45	45	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	251									
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	252									
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	253									
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	254									
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	255									
23	23	45	45	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	256									
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	257									
24	24	46	46	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	258									
24	24	187/4	187/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	259									
24	24	375/8	375/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	260									
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	261		articStaccatissimoAbove							
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	262									
24	24	47	47	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	263									
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	264									
25	25	48	48	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	265									
25	25	385/8	385/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	266									
25	25	193/4	193/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	267									
25	25	387/8	387/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	268									
25	25	97/2	97/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	269									
25	25	389/8	389/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	270									
