mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:upprall
143	140	2743/6	2743/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1602										
143	140	1372/3	1372/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1603										
143	140	1373/3	1373/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1604										
143	140	2747/6	2747/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1605										
143	140	2749/6	2749/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1606										
143	140	1375/3	1375/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1607										
143	140	1376/3	1376/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1608										
143	140	2753/6	2753/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1609										
143	140	456	456	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1610		articStaccatissimoAbove								
143	140	913/2	913/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1611		articStaccatissimoAbove								
143	140	457	457	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1612		articStaccatissimoBelow								
143	140	915/2	915/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1613		articStaccatissimoBelow								
143	140	458	458	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1614		articStaccatissimoBelow								
143	140	917/2	917/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1615		articStaccatissimoBelow								
144	141	2755/6	2755/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1616										
144	141	1378/3	1378/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1617										
144	141	1379/3	1379/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1618										
144	141	2759/6	2759/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1619										
144	141	2761/6	2761/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1620										
144	141	1381/3	1381/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1621										
144	141	1382/3	1382/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1622										
144	141	2765/6	2765/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1623										
144	141	2767/6	2767/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1624										
144	141	1384/3	1384/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1625										
144	141	1385/3	1385/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1626										
144	141	2771/6	2771/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1627										
144	141	459	459	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1628		articStaccatissimoAbove								
144	141	919/2	919/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1629		articStaccatissimoAbove								
144	141	460	460	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1630		articStaccatissimoAbove								
144	141	921/2	921/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1631		articStaccatissimoAbove								
144	141	461	461	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1632		articStaccatissimoAbove								
144	141	923/2	923/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1633		articStaccatissimoAbove								
145	142	2773/6	2773/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1634										
145	142	1387/3	1387/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1635										
145	142	1388/3	1388/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1636										
145	142	2777/6	2777/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1637										
145	142	2779/6	2779/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1638										
145	142	1390/3	1390/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1639										
145	142	1391/3	1391/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1640										
145	142	2783/6	2783/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1641										
145	142	2785/6	2785/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1642										
145	142	1393/3	1393/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1643										
145	142	1394/3	1394/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1644										
145	142	2789/6	2789/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1645										
145	142	462	462	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1646		articStaccatissimoAbove								
145	142	925/2	925/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1647		articStaccatissimoAbove								
145	142	463	463	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1648		articStaccatissimoAbove								
145	142	927/2	927/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1649		articStaccatissimoAbove								
145	142	464	464	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1650		articStaccatissimoAbove								
145	142	929/2	929/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1651		articStaccatissimoAbove								
146	143	465	465	0.0	0	0	Dynamic	3/4	1	1	0					ff									
146	143	2791/6	2791/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1652										
146	143	1396/3	1396/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1653										
146	143	1397/3	1397/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1654										
146	143	2795/6	2795/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1655										
146	143	2797/6	2797/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1656										
146	143	1399/3	1399/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1657										
146	143	1400/3	1400/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1658										
146	143	2801/6	2801/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1659										
146	143	2803/6	2803/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1660										
146	143	1402/3	1402/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1661										
146	143	1403/3	1403/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1662										
146	143	2807/6	2807/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1663										
146	143	465	465	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1664		articStaccatissimoBelow								
146	143	931/2	931/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1665		articStaccatissimoBelow								
146	143	466	466	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1666		articStaccatissimoBelow								
146	143	933/2	933/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1667		articStaccatissimoBelow								
146	143	467	467	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1668		articStaccatissimoBelow								
146	143	935/2	935/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1669		articStaccatissimoBelow								
147	144	468	468	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1670		articStaccatissimoAbove								
147	144	468	468	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1671		articStaccatissimoBelow								
148	145	471	471	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1672		articStaccatissimoAbove								
148	145	473	473	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f									
148	145	473	473	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1673										
148	145	3785/8	3785/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1674										
148	145	1893/4	1893/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1675										
148	145	3787/8	3787/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1676										
148	145	947/2	947/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1677										
148	145	3789/8	3789/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1678										
148	145	1895/4	1895/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1679										
148	145	3791/8	3791/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1680										
148	145	471	471	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1681		articStaccatissimoBelow								
149	146	474	474	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1682		articStaccatissimoAbove								
149	146	476	476	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p									
149	146	476	476	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1683										
149	146	953/2	953/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1684										
149	146	474	474	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1685										
149	146	475	475	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1686		articStaccatissimoAbove								
149	146	476	476	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1687										
149	146	953/2	953/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1688										
150	147	477	477	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1689									112	
150	147	478	478	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1690										
150	147	479	479	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f									
150	147	479	479	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1691										
150	147	3833/8	3833/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1692										
150	147	1917/4	1917/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1693										
150	147	3835/8	3835/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1694										
150	147	959/2	959/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1695										
150	147	3837/8	3837/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1696										
150	147	1919/4	1919/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1697										
150	147	3839/8	3839/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1698										
150	147	477	477	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1699									113	
150	147	478	478	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1700										
151	148	480	480	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1701		articStaccatissimoAbove								
151	148	482	482	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1702										
151	148	965/2	965/2	0.0	5/8	5/8	Dynamic	3/4	1	1	0					pp									
151	148	965/2	965/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1703										
151	148	480	480	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1704										
151	148	481	481	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1705		articStaccatissimoAbove								
151	148	482	482	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1706										
151	148	965/2	965/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1707										
151	148	965/2	965/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1708										
152	149	483	483	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1709									114	
152	149	484	484	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1710										
152	149	483	483	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1711									115	
152	149	484	484	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1712										
152	149	483	483	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1713										
