mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	tempo	qpm
2	2	5	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24			1/16	2/3	35			
2	2	31/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	36			
2	2	16/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	37			
2	2	11/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24			1/16	2/3	38			
2	2	17/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	39			
2	2	35/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	40			
2	2	6	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24			1/16	2/3	41			
2	2	37/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	42			
2	2	19/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	43			
2	2	13/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24			1/16	2/3	44			
2	2	20/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	45			
2	2	41/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	46			
2	2	7	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24			1/16	2/3	47			
2	2	43/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24			1/16	2/3	48			
2	2	22/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24			1/16	2/3	49			
2	2	15/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24			1/16	2/3	50			
2	2	23/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	51			
2	2	47/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	52			
2	2	4	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	53	articStaccatoAbove		
2	2	11/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	54			
2	2	6	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	55			
2	2	13/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	56			
2	2	15/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	57			
3	3	8	0.16666666666666666	0	0	Chord	4/4	1	1	1/24			1/16	2/3	58			
3	3	49/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24			1/16	2/3	59			
3	3	25/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24			1/16	2/3	60			
3	3	17/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24			1/16	2/3	61			
3	3	26/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	62			
3	3	53/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	63			
3	3	9	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24			1/16	2/3	64			
3	3	55/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	65			
3	3	28/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	66			
3	3	19/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24			1/16	2/3	67			
3	3	29/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	68			
3	3	59/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	69			
3	3	10	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24			1/16	2/3	70			
3	3	61/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	71			
3	3	31/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	72			
3	3	21/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24			1/16	2/3	73			
3	3	32/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	74			
3	3	65/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	75			
3	3	11	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24			1/16	2/3	76			
3	3	67/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24			1/16	2/3	77			
3	3	34/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24			1/16	2/3	78			
3	3	23/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24			1/16	2/3	79			
3	3	35/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	80			
3	3	71/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	81			
3	3	8	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	82	articStaccatoAbove		
3	3	9	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	83	articStaccatoAbove		
3	3	10	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	84			
3	3	21/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	85			
3	3	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	86	articStaccatoAbove		
4	4	12	0.16666666666666666	0	0	Chord	4/4	1	1	1/24			1/16	2/3	87			
4	4	73/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24			1/16	2/3	88			
4	4	37/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24			1/16	2/3	89			
4	4	25/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24			1/16	2/3	90			
4	4	38/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	91			
4	4	77/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	92			
4	4	13	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24			1/16	2/3	93			
4	4	79/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	94			
4	4	40/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	95			
4	4	27/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24			1/16	2/3	96			
4	4	41/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	97			
4	4	83/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	98			
4	4	14	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24			1/16	2/3	99			
4	4	85/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	100			
4	4	43/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	101			
4	4	29/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24			1/16	2/3	102			
4	4	44/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	103			
4	4	89/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	104			
4	4	15	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24			1/16	2/3	105			
4	4	91/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24			1/16	2/3	106			
4	4	46/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24			1/16	2/3	107			
4	4	31/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24			1/16	2/3	108			
4	4	47/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	109			
4	4	95/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	110			
4	4	12	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	111	articStaccatoAbove		
4	4	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	112	articStaccatoAbove		
4	4	14	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	113			
4	4	29/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	114			
4	4	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	115	articStaccatoAbove		
5	5	16	0.16666666666666666	0	0	Chord	4/4	1	1	1/24			1/16	2/3	116			
5	5	97/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24			1/16	2/3	117			
5	5	49/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24			1/16	2/3	118			
5	5	33/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24			1/16	2/3	119			
5	5	50/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	120			
5	5	101/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	121			
5	5	17	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24			1/16	2/3	122			
5	5	103/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	123			
5	5	52/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	124			
5	5	35/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24			1/16	2/3	125			
5	5	53/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	126			
5	5	107/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	127			
5	5	18	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24			1/16	2/3	128			
5	5	109/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	129			
5	5	55/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	130			
5	5	37/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24			1/16	2/3	131			
5	5	56/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	132			
5	5	113/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	133			
5	5	19	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24			1/16	2/3	134			
5	5	115/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24			1/16	2/3	135			
5	5	58/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24			1/16	2/3	136			
5	5	39/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24			1/16	2/3	137			
5	5	59/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	138			
5	5	119/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	139			
5	5	16	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	140	articStaccatoAbove		
5	5	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	141	articStaccatoAbove		
5	5	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	142	articStaccatoAbove		
5	5	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	143	articStaccatoAbove		
6	6	41/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24			1/16	2/3	144			
6	6	62/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	145			
6	6	125/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	146			
6	6	43/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24			1/16	2/3	147			
6	6	65/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	148			
6	6	131/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	149			
6	6	45/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24			1/16	2/3	150			
6	6	68/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	151			
6	6	137/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	152			
6	6	47/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24			1/16	2/3	153			
6	6	71/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	154			
6	6	143/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	155			
6	6	20	0.16666666666666666	0	0	Chord	4/4	2	1	1/24			1/16	2/3	156			
6	6	121/6	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24			1/16	2/3	157			
6	6	61/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24			1/16	2/3	158			
6	6	21	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24			1/16	2/3	159			
6	6	127/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24			1/16	2/3	160			
6	6	64/3	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24			1/16	2/3	161			
6	6	22	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24			1/16	2/3	162			
6	6	133/6	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24			1/16	2/3	163			
6	6	67/3	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24			1/16	2/3	164			
6	6	23	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24			1/16	2/3	165			
6	6	139/6	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24			1/16	2/3	166			
6	6	70/3	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24			1/16	2/3	167			
7	7	24	0.16666666666666666	0	0	Chord	4/4	1	1	1/24			1/16	2/3	168			
7	7	145/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24			1/16	2/3	169			
7	7	73/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24			1/16	2/3	170			
7	7	49/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24			1/16	2/3	171			
7	7	74/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	172			
7	7	149/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	173			
7	7	25	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24			1/16	2/3	174			
7	7	151/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	175			
7	7	76/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	176			
7	7	51/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24			1/16	2/3	177			
7	7	77/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	178			
7	7	155/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	179			
7	7	26	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24			1/16	2/3	180			
7	7	157/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	181			
7	7	79/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	182			
7	7	53/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24			1/16	2/3	183			
7	7	80/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	184			
7	7	161/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	185			
7	7	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	186	articStaccatoAbove		
7	7	24	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	187			
7	7	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	188			
7	7	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	189			
7	7	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	190			
7	7	26	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	191			
7	7	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	192			
7	7	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	193	articStaccatoBelow		
