mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	36								
4	4	10	10	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	37								
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	38								
5	5	12	12	0.0	0	0	Dynamic	3/4	1	1	0					f							
5	5	12	12	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	39		ornamentTremblement						
5	5	51/4	51/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	40								
5	5	103/8	103/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	41								
5	5	13	13	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p							
5	5	13	13	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	42		articStaccatissimoAbove						
5	5	27/2	27/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	43								0
5	5	55/4	55/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	44								0
5	5	14	14	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	45								
5	5	57/4	57/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	46								1
5	5	29/2	29/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	47								1
5	5	59/4	59/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	48								
5	5	12	12	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	49		ornamentTremblement						
5	5	51/4	51/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	50								
5	5	103/8	103/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	51								
5	5	13	13	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	52		articStaccatissimoAbove						
6	6	15	15	0.0	0	0	Dynamic	3/4	1	1	0					f							
6	6	15	15	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	53		ornamentTremblement						
6	6	63/4	63/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	54								
6	6	127/8	127/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	55								
6	6	16	16	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	56		articStaccatissimoAbove						
6	6	33/2	33/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	57								2
6	6	67/4	67/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	58								2
6	6	17	17	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	59								
6	6	69/4	69/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	60								3
6	6	35/2	35/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	61								3
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	62								
6	6	15	15	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	63		ornamentTremblement						
6	6	63/4	63/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	64								
6	6	127/8	127/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	65								
6	6	16	16	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p							
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	66		articStaccatissimoAbove						
7	7	18	18	0.0	0	0	Dynamic	3/4	1	1	0					f							
7	7	18	18	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	67		ornamentTremblement						
7	7	75/4	75/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	68								
7	7	151/8	151/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	69								
7	7	19	19	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	70		articStaccatissimoAbove						
7	7	39/2	39/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	71								4
7	7	79/4	79/4	0.0	7/16	7/16	Dynamic	3/4	1	1	0					p							4
7	7	79/4	79/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	72								4
7	7	20	20	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	73								
7	7	81/4	81/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	74								5
7	7	41/2	41/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	75								5
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	76								
7	7	18	18	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	77		ornamentTremblement						
7	7	75/4	75/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	78								
7	7	151/8	151/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	79								
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	80		articStaccatissimoAbove						
8	8	21	21	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	81								6
8	8	87/4	87/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	82		ornamentShortTrill						
8	8	175/8	175/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	83								
8	8	22	22	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	84								7
8	8	23	23	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	85		ornamentMordent						
8	8	45/2	45/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	86								
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	87								
8	8	23	23	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	88								
8	8	93/4	93/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	89								
8	8	47/2	47/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	90								
8	8	95/4	95/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	91								
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	92								
9	9	24	24	0.0	0	0	Dynamic	3/4	1	1	0					f							
9	9	24	24	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	93		ornamentTremblement						
9	9	99/4	99/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	94								
9	9	199/8	199/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	95								
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	96		articStaccatissimoBelow						
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	97								
9	9	24	24	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	98		ornamentTremblement						
9	9	99/4	99/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	99								
9	9	199/8	199/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	100								
9	9	25	25	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	101		articStaccatissimoAbove						
9	9	26	26	0.0	1/2	1/2	Dynamic	3/4	2	1	0					p							
10	10	27	27	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	102								
10	10	55/2	55/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	103								
10	10	57/2	57/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	104								
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	105								
10	10	27	27	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	106								
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	107								
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	108								
11	11	30	30	0.0	0	0	Dynamic	3/4	1	1	0					f							
11	11	30	30	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	109		ornamentTremblement						
11	11	123/4	123/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	110								
11	11	247/8	247/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	111								
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	112		articStaccatissimoBelow						
11	11	32	32	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p							
11	11	32	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	113		ornamentTurn						
11	11	65/2	65/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	114								
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	115								
11	11	30	30	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	116		ornamentTremblement						
11	11	123/4	123/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	117								
11	11	247/8	247/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	118								
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	119		articStaccatissimoAbove						
12	12	33	33	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	120		ornamentTurn						
12	12	67/2	67/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	121								
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	122								
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	123		ornamentTurn						
12	12	69/2	69/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	124								
12	12	139/4	139/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	125								
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	126								8
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	127		ornamentShortTrill						
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	128								
12	12	34	34	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	129								
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	130								
13	13	36	36	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	131								
13	13	289/8	289/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	132								
13	13	145/4	145/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	133								
13	13	291/8	291/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	134								
13	13	73/2	73/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	135								
13	13	293/8	293/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	136								
13	13	147/4	147/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	137								
13	13	295/8	295/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	138								
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	139		articStaccatissimoAbove						
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	140		articStaccatissimoAbove						
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	141								
13	13	36	36	0.0	0	0	Dynamic	3/4	2	1	0					f							
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	142								
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	143								
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	144								
14	14	39	39	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	145								
14	14	313/8	313/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	146								
14	14	157/4	157/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	147								
14	14	315/8	315/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	148								
14	14	79/2	79/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	149								
14	14	317/8	317/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	150								
14	14	159/4	159/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	151								
14	14	319/8	319/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	152								
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	153		articStaccatissimoAbove						
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	154		articStaccatissimoAbove						
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	155								
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	156								
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	157								
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	158								
15	15	42	42	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	159								
15	15	337/8	337/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	160								
15	15	169/4	169/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	161								
15	15	339/8	339/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	162								
15	15	85/2	85/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	163								
15	15	341/8	341/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	164								
15	15	171/4	171/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	165								
15	15	343/8	343/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	166								
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	167		articStaccatissimoAbove						
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	168		articStaccatissimoAbove						
15	15	89/2	89/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	169								9
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	170								
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	171								
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	172								
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	173								
16	16	45	45	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	174								10
16	16	181/4	181/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	175								
16	16	91/2	91/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	176								11
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	177								
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	178								12
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	179		ornamentTurn						
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	180								
16	16	46	46	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	181								
17	17	48	48	0.0	0	0	Dynamic	3/4	1	1	0					p							
17	17	48	48	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	182		ornamentTremblement						
17	17	195/4	195/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	183								
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	184		articStaccatoAbove						13
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	185		articStaccatoAbove						13
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	186		articStaccatoAbove						13
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	187		articStaccatoAbove						
18	18	51	51	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	188								
18	18	52	52	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	189								
18	18	211/4	211/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	190								
18	18	423/8	423/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	191								
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	192		articStaccatissimoAbove						
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	193								
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	194								
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	195								
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	196								
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	197								
19	19	54	54	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	198		ornamentTremblement						
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	199								
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	200		articStaccatissimoAbove						
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	201								14
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	202								14
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	203								
20	20	57	57	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	204								15
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	205		ornamentTurn						
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	206		articStaccatissimoBelow						
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	207								16
20	20	58	58	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	208								16
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	209								
20	20	59	59	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	210								
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	211								
21	21	60	60	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	212								
21	21	481/8	481/8	0.0	1/32	1/32	Dynamic	3/4	1	1	0					f							
21	21	481/8	481/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	213								
21	21	241/4	241/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	214								
21	21	483/8	483/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	215								
21	21	121/2	121/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	216								
21	21	485/8	485/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	217								
21	21	243/4	243/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	218								
21	21	487/8	487/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	219								
21	21	61	61	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	220								
21	21	489/8	489/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	221								
21	21	245/4	245/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	222								
21	21	491/8	491/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	223								
21	21	123/2	123/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	224								
21	21	493/8	493/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	225								
21	21	247/4	247/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	226								
21	21	495/8	495/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	227								
21	21	62	62	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	228								
21	21	497/8	497/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	229								
21	21	249/4	249/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	230								
21	21	499/8	499/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	231								
21	21	125/2	125/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	232								
21	21	501/8	501/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	233								
21	21	251/4	251/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	234								
21	21	503/8	503/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	235								
21	21	60	60	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	236								
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	237		articStaccatissimoAbove						
22	22	127/2	127/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0					p							
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	238		articStaccatissimoAbove						
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	239		articStaccatissimoAbove						
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	240		articStaccatissimoAbove						
22	22	65	65	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f							
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	241								
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	242								
23	23	66	66	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	243								17
23	23	265/4	265/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	244								
23	23	133/2	133/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	245								18
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	246								
23	23	67	67	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	247								
23	23	269/4	269/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	248								
23	23	135/2	135/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	249								
23	23	271/4	271/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	250								
23	23	68	68	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	251								
23	23	273/4	273/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	252								
23	23	137/2	137/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	253								
23	23	275/4	275/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	254								
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	255								
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	256								
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	257		ornamentShortTrill						
24	24	569/8	569/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	258								
24	24	285/4	285/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	259								
24	24	571/8	571/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	260								
24	24	143/2	143/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	261								
